strain,mds1,mds2,mds_label,predicted_outlier_status,predicted_LOF_outlier_status,X_scores
A/Illinois/UR06-0528/2007,-14.396330141575088,-14.875354177274197,15,1,1,-0.9646329237013566
A/Illinois/UR06-0546/2007,-13.178718334075596,-15.580223423856115,15,1,1,-1.0239457459810941
A/NewYork/UR06-0607/2007,-14.182262271971819,-14.826589904392842,15,1,1,-0.9694881220574384
A/Vermont/UR06-0329/2007,-15.67869575948555,-16.612760686012788,15,1,1,-1.079104328986524
A/HaNoi/BT262/2007,-14.547909746588507,-16.84057384542734,15,1,1,-1.1880451378109864
A/HaNoi/GS0737/2007,-15.808492784272538,-16.581499230625962,15,1,1,-1.049707514725458
A/HaNoi/Q464/2007,-15.727294946355133,-16.61156845926665,15,1,1,-1.0718466787089262
A/HaNoi/Q430/2007,-13.994779266130813,-15.935276417703538,15,1,1,-1.0346305344580418
A/Malaysia/1768409/2007,-12.120418708826644,-12.981638555584874,15,1,1,-1.3263655071939644
A/Malaysia/1781328/2007,-12.805865989016244,-13.438059879435153,15,1,1,-1.1176659085019423
A/HaNoi/Q118/2007,-13.254750625983677,-14.414019438657231,15,1,1,-1.010891094594228
A/Malaysia/1767091/2007,-13.783355475190143,-14.108653125532806,15,1,1,-0.9803942727304003
A/TayNguyen/TN341/2007,-17.532468582226212,-14.650109864620926,15,1,1,-1.045501953140913
A/Malaysia/1773914/2007,-10.941040107319319,-12.202047411321821,-1,1,1,-1.439503770968314
A/Malaysia/1777545/2007,-13.683413981165373,-13.900604215842884,15,1,1,-1.072741280852355
A/HaNoi/TX320/2007,-17.295083878543227,-14.67250540458341,15,1,1,-1.0503128498565286
A/Malaysia/1755590/2007,-16.905475067249448,-16.082411109987063,15,1,1,-0.9646505512539674
A/Malaysia/1770921/2007,-17.35262547758305,-16.161057757284773,15,1,1,-0.9948606212115856
A/NewYork/1093/2007,-12.955949806501028,-15.454294396665196,15,1,1,-1.0125050152773771
A/Malaysia/1756502/2007,-16.905475069593688,-16.08241110969083,15,1,1,-0.964650551452281
A/Malaysia/1779036/2007,-17.352625477633893,-16.16105775727831,15,1,1,-0.994860621208173
A/Malaysia/1959476/2008,-24.94897562201993,-16.366690233044626,15,1,1,-1.0209612575324212
A/Malaysia/1963888/2008,-23.708312107853928,-15.943806605474133,15,1,1,-1.02317469120718
A/Malaysia/1965896/2008,-23.708312107908355,-15.943806605459983,15,1,1,-1.02317469120718
A/HaNoi/Q638/2007,-13.03458018592586,-15.63262735521672,15,1,1,-1.0447950290831218
A/HaNoi/Q545/2007,-17.095756878832226,-12.564996035553351,-1,1,-1,-1.992875180719303
A/HaNoi/Q492/2007,-20.076188250007476,-17.392066010360935,15,1,1,-1.0694091556736967
A/Kentucky/UR06-0044/2007,-13.91431153265376,-14.094009060996607,15,1,1,-0.9814504391511546
A/NewYork/1131/2008,-21.568992434294074,-14.950544813420255,15,1,1,-1.03776714552452
A/Nicaragua/4130_01/2007,-19.922937022744847,-16.177166840825084,15,1,1,-1.0378196850043884
A/Netherlands/348/2007,-13.934356803895714,-16.222290961743514,15,1,1,-1.1344537586777033
A/HaNoi/GS0740/2007,-24.32529805588028,-17.719991285104253,-1,1,1,-1.055869314087889
A/HoaBinh/HB378/2007,-26.404760834583396,-17.936341987643267,-1,1,1,-1.0460844053182887
A/Mexico/24009/2008,-17.665532306991338,-15.7329193804678,15,1,1,-1.0046537469797525
A/HaNoi/GS0738/2007,-21.707913830842237,-16.181216783916813,15,1,1,-1.029155323867879
A/NewYork/UR06-0529/2007,-17.759917242539686,-15.74989673718233,15,1,1,-1.001431156241205
A/Managua/20/2007,-14.474432552449395,-14.880467743233654,15,1,1,-0.9628690095359975
A/Taiwan/2361/2007,-21.58907858540075,-17.163164294893562,15,1,1,-1.0558266715724252
A/Oregon/UR06-0389/2007,-12.354165151427386,-14.287212345209706,15,1,1,-1.0906789600837425
A/Florida/07/2008,-29.001259854221527,-16.64965104672977,15,1,1,-0.9758958172909405
A/Malaysia/1779027/2007,-22.17845712011334,-16.476909511606294,15,1,1,-1.0328690513372492
A/Singapore/87Z/2007,-19.265825998011252,-16.465416368883947,15,1,1,-1.049616698605786
A/Singapore/25Z/2007,-12.79234037034235,-13.44842677061418,15,1,1,-1.1183997016043055
A/Singapore/78L/2007,-12.741481045524175,-13.455918698697436,15,1,1,-1.12604880471886
A/Singapore/68Q/2007,-12.549330176471873,-12.81082257764011,15,1,1,-1.3116356646576957
A/Singapore/64K/2007,-16.125055946729027,-14.975112620538118,15,1,1,-1.0380788927790185
A/Brisbane/E1/2007,-15.803988642337089,-16.46592629251402,15,1,1,-1.007440221993557
A/Guangdong/15/2007,-15.417287861870859,-17.57769968597623,15,1,1,-1.3762065303665019
A/Guangdong/17/2007,-12.768541493589403,-16.533258866837066,15,1,1,-1.1845504640920568
A/Mexico/MEX2640/2005,-15.935693282892773,-15.331665732084884,15,1,1,-1.0040476073368607
A/Mexico/NAY2090/2007,-12.024196431091273,-15.209702871988574,15,1,1,-1.108289404816977
A/Guangdong/30/2007,-12.215545105709115,-16.78403883211909,15,1,1,-1.302273809836818
A/Mexico/JAL25206/2009,-26.621516004637762,-16.88693117244742,15,1,1,-1.0114344814788843
A/Mexico/JAL25216/2009,-26.31833891816065,-18.20441271270775,-1,1,1,-1.0776247581974827
A/Boston/2/2008,-32.804765982750645,-15.287195009360495,-1,1,1,-1.1195934601966695
A/California/09/2008,-28.99138457199345,-15.042093735600412,-1,1,1,-0.9634368785064382
A/Minnesota/02/2008,-27.882400224285988,-15.57930832170315,15,1,1,-1.0138182651042698
A/Texas/02/2008,-30.699224261252443,-15.114420917710751,15,1,1,-0.9907690561452703
A/Hawaii/18/2008,-31.511865835024576,-14.871584891648444,-1,1,1,-1.0198231767519057
A/Texas/04/2008,-33.80776249191571,-16.003364182694277,-1,1,1,-1.1960161288902365
A/Iowa/02/2008,-38.0186764378995,-15.468450772644484,-1,1,1,-1.4571635672800545
A/Boston/71/2008,-28.994386378247253,-15.041779524061887,-1,1,1,-0.9635397418351396
A/Korea/AF05/2008,-33.89853186632646,-14.977764321235075,-1,1,1,-1.1965645097905475
A/NewYork/1139/2008,-28.994386378247327,-15.041779524061852,-1,1,1,-0.9635397418351435
A/Ohio/UR07-0045/2008,-28.994386378247256,-15.041779524061885,-1,1,1,-0.9635397418351396
A/Kentucky/UR07-0164/2008,-30.91124153120873,-15.172426870898542,15,1,1,-1.0048255171028448
A/Boston/23/2008,-32.33262253341056,-15.676191449817159,-1,1,1,-1.0704965250255651
A/HaNoi/Q502/2007,-23.43787887195144,-14.953983236372723,15,1,1,-1.0329471701105466
A/HaNoi/TX322/2007,-25.640873555653148,-15.114341411955426,15,1,1,-1.0153684447967355
A/LangSon/LS281/2007,-25.625267051970066,-15.167038424939726,15,1,1,-1.0141139142757187
A/Netherlands/69/2007,-23.889034494744052,-15.015930603338981,15,1,1,-1.0176158335550047
A/Mexico/24003/2008,-21.073249396577282,-15.712876153532395,15,1,1,-1.0203411836655456
A/Mexico/24010/2008,-23.172893065090452,-16.01426147850013,15,1,1,-1.014527622633619
A/Mexico/24011/2008,-25.314011358566532,-16.257495199870146,15,1,1,-1.02500136552425
A/Mexico/24012/2008,-26.492754155155932,-16.09558298216918,15,1,1,-1.0186045101930854
A/Qatar/AF02/2008,-22.447623392806925,-15.568346557029493,15,1,1,-1.0243909351214948
A/Mexico/24014/2008,-25.05520116369328,-15.365677971565711,15,1,1,-1.0087630088313153
A/Mexico/UASLP-012/2008,-31.592831728709346,-16.31109349707138,-1,1,1,-1.035501076857112
A/Kuwait/AF03/2008,-33.145629717028484,-16.78236472986105,-1,1,1,-1.1467811220945083
A/Malaysia/1912341/2007,-26.203934823061555,-13.945476378678556,-1,1,1,-1.0443269658199443
A/Malaysia/1922209/2008,-28.457485109955996,-15.882679935932947,-1,1,1,-0.9931685732398352
A/Malaysia/2075556/2008,-28.63967064689177,-15.063659738566427,-1,1,1,-0.9794801952578226
A/Malaysia/1959864/2008,-29.09194735364815,-15.280297819665096,-1,1,1,-0.9580467873004833
A/Malaysia/1918618/2007,-29.236254905211748,-18.332950085463715,-1,1,1,-1.0367631168428257
A/NewYork/1096/2007,-17.722552498512865,-17.039958855606862,15,1,1,-1.0348749499275567
A/NewYork/1097/2007,-20.003970496728584,-17.400914113023084,15,1,1,-1.066215706617055
A/Colorado/05/2006,-17.792212526880665,-19.454787923054084,-1,1,-1,-1.9441349630724538
A/Wisconsin/34/2007,-34.77926656268803,-18.149775682352328,-1,1,1,-1.3443954749508755
A/Texas/33/2007,-16.996272047747922,-14.836254201656613,15,1,1,-0.9950888004017537
A/Florida/04/2007,-24.87598379512681,-24.48076411932496,12,1,1,-1.0912185180659102
A/NewJersey/14/2007,-33.46830155693659,-18.159221690425856,-1,1,1,-1.2154985052344958
A/Alaska/05/2007,-35.5500215906348,-27.837559270446157,-1,1,-1,-1.5288331584720738
A/NewYork/03/2007,-26.684801856219874,-25.323527586807703,-1,1,1,-1.1982582346520523
A/Wisconsin/02/2007,-30.56264359958211,-25.824684387514953,-1,1,1,-1.1857303142283813
A/Hawaii/13/2007,-28.530761353194727,-25.444805195002512,-1,1,1,-1.1266292893430416
A/Nepal/921/2006XPR8X-165,-31.064267578141827,-25.830348777828327,-1,1,1,-1.2116790718706625
A/Illinois/UR06-0600/2007,-25.727668023271764,-24.9429079368678,-1,1,1,-1.122735938658813
A/BacNinh/N52/2007,-23.30647109666141,-24.663646322044574,12,1,1,-1.0386821981607133
A/HaNoi/BM061/2007,-21.86518293674985,-24.619530618509458,12,1,1,-0.9762482337518354
A/HaNoi/N71/2007,-19.015170370320234,-24.23091238709041,12,1,1,-0.9885667780748191
A/HaNoi/N062/2007,-19.103228329300986,-24.222773291696342,12,1,1,-0.9827968073362096
A/HaNoi/Q011/2007,-22.41080773488955,-25.191727212837712,12,1,1,-0.9795680959104904
A/HaNoi/TX019/2007,-19.947865550588116,-24.802952016374558,12,1,1,-0.9740172728631192
A/HaNoi/TX023/2007,-22.32933032146472,-25.222624335547145,12,1,1,-0.9719232939377287
A/HaNoi/Q148/2007,-29.58813079594717,-26.306915785762573,-1,1,1,-1.157571429291151
A/HaNoi/BT17/2007,-19.067549672399327,-24.231825924584466,12,1,1,-0.9834416322056381
A/HaNoi/N035/2007,-16.15211163499748,-23.689066152703823,-1,1,1,-1.3369318490313393
A/HaNoi/Q097/2007,-19.043180941353405,-24.23092753137857,12,1,1,-0.985833906707235
A/HaNoi/Q094/2007,-30.470330649422284,-25.90668767333882,-1,1,1,-1.1771097884084736
A/LangSon/LS156/2007,-24.261901268485175,-25.65109812313797,12,1,1,-1.026966552557014
A/HaNoi/N073/2007,-19.04315371960266,-24.230930156089638,12,1,1,-0.9858365169843225
A/HaNoi/Q163/2007,-16.152109062165355,-23.6890662247347,-1,1,1,-1.3369320259785158
A/HaNoi/Q039/2007,-19.07644678053772,-24.216495088258124,12,1,1,-0.9832494674366284
A/HaNoi/N210/2007,-15.762600261444414,-23.760413511975823,-1,1,1,-1.4851747380563265
A/Malaysia/1768035/2007,-22.431357643332472,-25.132002233230267,12,1,1,-0.9795680959104904
A/HaNoi/TX058/2007,-21.91649970415568,-24.629779386198592,12,1,1,-0.9753838151934117
A/HaNoi/N078/2007,-20.6106492850766,-24.399321568953123,12,1,1,-0.9831205660325871
A/HaNoi/Q099/2007,-22.002929429675337,-24.95133871068694,12,1,1,-0.9849010355167724
A/HaNam/Q187/2007,-24.055872869937996,-25.078270720489375,12,1,1,-1.054703480476628
A/Netherlands/363/2006,-21.899881949966684,-24.633075598014212,12,1,1,-0.9756485136724212
A/HaNoi/TX072/2007,-19.083699222023963,-24.22756643304824,12,1,1,-0.9831055289240105
A/HaNoi/Q071/2007,-26.625773666960004,-25.270125596923524,-1,1,1,-1.194351217620429
A/HaNoi/Q220/2007,-21.85208583492373,-24.94617650491585,12,1,1,-0.9754153048159218
A/Malaysia/1657167/2006,-20.181789383478808,-24.24577969876113,12,1,1,-0.9754336632032832
A/Malaysia/1674395/2006,-14.819794980392606,-22.80819828475533,-1,1,-1,-2.1092001885225895
A/Malaysia/1665090/2006,-20.078624118488765,-24.35912692094522,12,1,1,-0.9745037423102941
A/Malaysia/1666666/2006,-20.078624117000796,-24.359126921152125,12,1,1,-0.9745037422874819
A/Malaysia/1676558/2006,-19.880949176489477,-23.318618734811224,12,1,1,-0.963150914404193
A/Malaysia/1681079/2006,-26.93595290359561,-25.49312860142565,-1,1,1,-1.130973555172997
A/California/NHRC0001/2005,-12.575618849495184,-28.14631862109607,13,1,1,-1.0591166358376554
A/California/NHRC0003/2005,-10.175840320218578,-26.869943197043824,13,1,1,-1.0328339440863092
A/NewYork/1016/2006,-16.145038169323996,-28.76639679450405,13,1,1,-1.1354867159995305
A/Georgia/NHRC0001/2006,-8.661877302697036,-25.555189395313224,13,1,1,-1.1318142388144667
A/HaNoi/Q372/2005,-8.856713657049443,-26.308849860673217,13,1,1,-1.0146266382375035
A/NewYork/1000/2005,-8.661877302697038,-25.555189395313228,13,1,1,-1.131814238814465
A/NewYork/1012/2006,-9.03593287846348,-26.247194432786788,13,1,1,-1.0208927241192378
A/NewYork/1009/2006,-10.293636429851386,-26.87174502768877,13,1,1,-0.9889416024651251
A/NewYork/1010/2006,-10.218119162197642,-26.84928149887784,13,1,1,-1.0068319792883647
A/NewYork/1001/2005,-11.101461369487195,-27.38298424527154,13,1,1,-0.9582264685286302
A/TayNguyen/TN343/2005,-9.8118502286709,-26.75590399909772,13,1,1,-1.0982763646243108
A/Malaysia/33817/2006,-13.120098422953648,-28.13775629367109,13,1,1,-1.0864143059802898
A/Netherlands/548/2005,-11.824416808581276,-27.559458853023486,13,1,1,-0.9977255690611273
A/Malaysia/33386/2005,-14.314161096996829,-28.935216266790892,13,1,1,-1.0402757437236085
A/Malaysia/33464/2006,-12.949621424705073,-28.418553212734913,13,1,1,-1.070388264498191
A/HaNoi/Q427/2005,-10.345544045913016,-27.187371279931284,13,1,1,-0.9957907522121399
A/TayNguyen/TN406/2005,-10.347831029640624,-27.18649243701835,13,1,1,-0.9959041698130233
A/NewYork/1008/2006,-15.137702216082165,-29.08505706314549,13,1,1,-1.0841683798439163
A/TayNguyen/TN367/2005,-11.41698039740039,-28.59030735923377,13,1,1,-1.110256587739614
A/Malaysia/32171/2005,-11.812033760716407,-27.585536976411586,13,1,1,-0.9959641824726047
A/NewYork/1014/2006,-9.250424196437864,-26.84936125674953,13,1,1,-1.0824118799271243
A/Malaysia/34015/2006,-14.40605261129835,-28.109670087835088,13,1,1,-1.0265291706404438
A/NewYork/1005/2006,-14.83160896392583,-29.04538087666749,13,1,1,-1.0595315615791345
A/California/NHRC0004/2005,-11.246739139899788,-27.668583278194074,13,1,1,-1.003618997785638
A/California/NHRC0008/2005,-9.371670087752578,-26.19004135917707,13,1,1,-0.9743101503538133
A/Malaysia/31944/2005,-8.661877302697032,-25.555189395313228,13,1,1,-1.131814238814466
A/Malaysia/31998/2005,-9.256458354455537,-26.193497570399128,13,1,1,-0.985737131729695
A/Texas/NHRC0002/2005,-13.722880715629294,-28.117021955109397,13,1,1,-1.016447511436485
A/California/NHRC0007/2005,-7.976654499348041,-25.56289069768312,13,1,1,-1.3206572218116814
A/NewYork/1015/2006,-12.979304306963474,-28.239369577439913,13,1,1,-1.0742382764070053
A/NewYork/1017/2006,-13.947406519645117,-26.869937520290502,13,1,1,-1.1317075183962415
A/TayNguyen/TN348/2005,-11.185084959430508,-29.30446265840757,13,1,1,-1.494607668718222
A/Malaysia/32133/2005,-11.378845109345965,-28.745679001468268,13,1,1,-1.1719125349778579
A/NewYork/1002/2005,-11.910647194262614,-27.091116603470034,13,1,1,-1.0122008534155627
A/Illinois/NHRC0002/2005,-9.253095329977409,-26.19412029370521,13,1,1,-0.9860234054684544
A/TayNguyen/TN405/2005,-10.818591298842023,-27.34600740391632,13,1,1,-0.9910796954382359
A/TayNguyen/TN332/2005,-10.293943688797011,-28.349905216011976,13,1,1,-1.2040325819373463
A/TayNguyen/TN346/2005,-11.238340487777783,-27.46277717234261,13,1,1,-0.9747884997547226
A/TayNguyen/TN410/2005,-11.244698613491712,-27.460867912117838,13,1,1,-0.9755722131497546
A/TayNguyen/TN335/2005,-14.759122816916928,-28.78485120125839,13,1,1,-1.0551271632288366
A/TayNguyen/TN388/2005,-11.396880075414488,-27.604769237846217,13,1,1,-1.0046498765988159
A/California/NHRC0005/2005,-9.371670087750877,-26.19004135917708,13,1,1,-0.974310150353643
A/Malaysia/32226/2005,-10.026348691903516,-22.849619502479364,13,1,-1,-2.6206912007581495
A/TayNguyen/TN362/2005,-11.20103823598101,-27.467579213072945,13,1,1,-0.9695468830554802
A/HongKong/HKU66/2005,-9.272764039573415,-26.18534256688736,13,1,1,-0.9841777548940115
A/HongKong/HKU67/2005,-9.314656633270307,-26.20636814093566,13,1,1,-0.9829993483876371
A/HongKong/HKU70/2005,-11.72460296252786,-27.56473983365592,13,1,1,-0.9897744781046764
A/TayNguyen/HCM52/2006,-15.33430206852101,-29.008227395645786,13,1,1,-1.1032324124016166
A/Malaysia/33827/2006,-17.523971986667082,-29.116785148885175,13,1,1,-1.2122569191251973
A/Texas/NHRC0002/2006,-9.134190042236108,-25.63600895036529,13,1,1,-1.0308358470078545
A/TayNguyen/TN360/2005,-16.28378149126249,-30.765472936999487,13,1,1,-1.2506787072093968
A/TayNguyen/TN363/2005,-16.2837814632542,-30.76547293862807,13,1,1,-1.2506787045017211
A/TayNguyen/TN368/2005,-14.52591463964039,-30.20312113016373,13,1,1,-1.241508332217492
A/HongKong/NHRC0001/2005,-16.647358423678785,-29.26771661133323,13,1,1,-1.131781682664113
A/Canterbury/125/2005,-8.661877302697041,-25.5551893953132,13,1,1,-1.1318142388144738
A/Canterbury/129/2005,-9.296442577029957,-26.19350532842387,13,1,1,-0.9825635059712757
A/Canterbury/236/2005,-6.7518552718744385,-25.693991501614327,13,1,-1,-2.122008593027787
A/Canterbury/29/2005,-9.131401859610632,-26.148641253691306,13,1,1,-1.0094457088597983
A/WesternAustralia/67/2005,-9.25267690188701,-26.20231565345605,13,1,1,-0.9863262608978864
A/Canterbury/24/2005,-8.884431824927939,-26.954513795032412,13,1,1,-1.2968994660947553
A/Canterbury/166/2005,-13.410489142373207,-28.243242320586845,13,1,1,-1.0620554413927028
A/Canterbury/127/2005,-10.832780703995194,-26.66424690636041,13,1,1,-1.0052645449440196
A/NewYork/7/2006,-15.145572014190467,-27.93785958668039,13,1,1,-1.0561672212400866
A/NewYork/938/2006,-11.714956024475386,-26.387063811365657,13,1,1,-1.09173673788206
A/NewYork/1020/2006,-9.133801687670264,-25.955972736716532,13,1,1,-0.9855782645537025
A/NewYork/1041/2006,-10.202889430853338,-25.71644611840161,13,1,-1,-1.5955580801983849
A/NewYork/1022/2006,-15.33598689714453,-27.779709791948452,13,1,1,-1.0741137902364388
A/NewYork/1042/2006,-13.422359465677323,-27.145749176107355,13,1,1,-1.1039967493102218
A/Canterbury/20/2005,-11.71871205179938,-26.467794583807912,13,1,1,-1.0524955842519557
A/Canterbury/26/2005,-11.531999058863061,-27.62653340298925,13,1,1,-1.0132278603789129
A/WesternAustralia/69/2005,-6.05932609832639,-25.810231637348384,13,1,-1,-2.7111591337312158
A/Queensland/57/2005,-10.760102861543386,-27.75282085719127,13,1,1,-0.9855370129349319
A/NewYork/5/2006,-10.202889431159557,-25.716446118405447,13,1,-1,-1.5955580805435068
A/Otago/1/2005,-9.88894705277766,-28.906329004385125,13,1,1,-1.4623181903701492
A/Queensland/51/2005,-10.207149633835982,-26.87484910014109,13,1,1,-1.0062166679146456
A/NewYork/1006/2006,-19.415247715124536,-29.109204952547692,-1,1,1,-1.137371077555986
A/NewYork/1036/2006,-20.894981009110648,-29.58378606622537,-1,1,1,-1.1539247049955934
A/NewYork/933/2006,-18.860059114564297,-29.026572952096572,13,1,1,-1.2463016539276048
A/NewYork/1023/2006,-21.475154627247463,-29.62322162557695,-1,1,1,-1.111837680295237
A/Queensland/52/2005,-13.007195795971905,-27.67435435605111,13,1,1,-1.0723602290873304
A/WesternAustralia/76/2005,-9.334101342160984,-26.189360711972427,13,1,1,-0.9735146232775079
A/NewYork/1019/2006,-15.51062832158456,-26.81519017986811,13,1,1,-1.2244029710168642
A/NewYork/928/2006,-9.01496794130198,-28.242331028160805,13,1,-1,-1.513247126212113
A/HongKong/CUHK10297/2005,-9.29595768090358,-25.066221382943088,13,1,1,-1.212984948694892
A/HongKong/CUHK10591/2005,-9.31286218067488,-26.19770369460551,13,1,1,-0.9821331077024043
A/HongKong/CUHK7711/2005,-8.66187730269704,-25.5551893953132,13,1,1,-1.1318142388144747
A/HongKong/CUHK11949/2005,-9.279981819303904,-26.201567494041466,13,1,1,-0.9844222741313657
A/HongKong/HKU50/2005,-9.26632617578746,-26.192098903980398,13,1,1,-0.9849108441205257
A/HongKong/CUHK40022/2005,-10.081133331139464,-26.81811556649886,13,1,1,-1.0335902913967128
A/HongKong/CUHK42241/2005,-9.795931593386786,-26.99866169857228,13,1,1,-1.0239531503004586
A/HongKong/HKU51/2005,-8.432359287338658,-26.443774238243385,13,1,1,-1.2765533168904466
A/HongKong/HKU55/2005,-9.262900947069603,-25.11387358641288,13,1,1,-1.261470024894073
A/HongKong/HKU53/2005,-10.05808604630076,-26.82397446944363,13,1,1,-1.0331310037234558
A/HongKong/CUHK12425/2005,-10.0806493000523,-28.00262286587616,13,1,1,-1.1602572352161211
A/HongKong/CUHK42763/2005,-10.215023032733264,-26.839665836456536,13,1,1,-1.006655583227217
A/HongKong/CUHK14999/2005,-11.581832495242212,-28.698859615930672,13,1,1,-1.134000768717565
A/HongKong/CUHK12316/2005,-10.456511397149738,-27.256446688092943,13,1,1,-1.0000437267032773
A/HongKong/CUHK43751/2005,-11.749245295811846,-27.583450179871196,13,1,1,-0.9902290498509256
A/HongKong/CUHK40139/2005,-13.390211903227408,-28.232345124446105,13,1,1,-1.0605090191648627
A/HongKong/HKU56/2005,-13.625746487901655,-28.25595020153216,13,1,1,-1.0121731002561443
A/Morioka/18/2006,-12.459923156834593,-27.34309090956989,13,1,1,-1.0311796471431125
A/Ohio/07/2006,-9.132082796958283,-27.605504733850857,13,1,1,-1.2854800852332966
A/HongKong/HKU47/2005,-9.209451379271195,-26.210279590042248,13,1,1,-1.006004692413671
A/HongKong/HKU49/2005,-8.66187730269704,-25.55518939531321,13,1,1,-1.1318142388144705
A/Queensland/54/2005,-14.038688368565124,-28.143545137309342,13,1,1,-1.022811459077729
A/HongKong/HKU52/2005,-9.064259319644043,-27.305656177019525,13,1,1,-1.3737693306676677
A/HongKong/HKU77/2005,-8.66187730269704,-25.5551893953132,13,1,1,-1.1318142388144747
A/HongKong/HKU61/2005,-9.344627682338917,-26.184293642127987,13,1,1,-0.9729892765491064
A/NewYork/1003/2005,-8.66187730269704,-25.5551893953132,13,1,1,-1.1318142388144747
A/HongKong/HKU74/2005,-7.961288744405532,-24.612166985393863,13,1,1,-1.420903726385538
A/HongKong/HKU71/2005,-8.78700945707968,-27.439477542943877,13,1,-1,-1.5658277680321866
A/HongKong/HKU59/2005,-9.92227741584605,-26.741491228754946,13,1,1,-1.0660009662249743
A/HongKong/HKU73/2005,-11.888815894139926,-27.525890803567147,13,1,1,-0.9903050886309405
A/HongKong/HKU79/2005,-10.311676635480598,-26.8604061507308,13,1,1,-0.9883273640192869
A/WesternAustralia/71/2005,-8.710208877656166,-26.423939162906052,13,1,1,-1.0043467434643554
A/HongKong/HKU75/2005,-13.557936482254162,-28.276918231960906,13,1,1,-1.0093219020627349
A/HongKong/HKU76/2005,-10.663128139838593,-26.761492799694878,13,1,1,-0.9902164913108852
A/HongKong/HKU78/2005,-8.710208877655933,-26.42393916290603,13,1,1,-1.0043467434645597
A/HongKong/CUHK53005/2006,-11.453871844729845,-26.39761802154068,13,1,1,-1.0686692023528965
A/Wyoming/02/2006,-16.608635311191097,-28.149754123981875,13,1,1,-1.1705550473604975
A/Ohio/06/2006,-12.585399688278828,-28.111446267217044,13,1,1,-1.0572789590998815
A/HongKong/HKU72/2005,-10.124373953325632,-28.00757581224777,13,1,1,-1.1551281527294077
A/Morioka/17/2006,-15.945912430081004,-27.569518976898237,13,1,1,-1.1618354463427423
A/HongKong/HKU68/2005,-10.179887888972416,-26.84014625792183,13,1,1,-1.0339499028795511
A/Mexico/DIF2112/2005,-8.56491808614104,-25.658223506250962,13,1,1,-1.1232108566535959
A/Mexico/InDRE2112/2005,-6.908028990296067,-25.14971322668015,13,1,-1,-1.9052503260809872
A/Mexico/DIF2160/2005,-10.888848175729956,-25.59522458260363,13,1,1,-1.2979308787121744
A/Mexico/DIF2601/2005,-11.524845503044114,-26.40025258686945,13,1,1,-1.0735171778997532
A/Mexico/InDRE499/2008,-11.854473491066171,-26.372586995883733,13,1,1,-1.1080298200033476
A/Mexico/QUE2270/2005,-8.063611308398249,-24.914995966176015,13,1,1,-1.2868367126394473
A/Mexico/DIF2246/2005,-9.852787093794914,-26.91936750246875,13,1,1,-1.0589116435788126
A/Mexico/InDRE2246/2005,-9.74130990140021,-28.056873941921342,13,1,1,-1.2196417838362401
A/Mexico/InDRE2227/2005,-7.378295714678937,-22.983444353190414,13,1,-1,-2.32511675328504
A/Mexico/TLA2227/2005,-8.535048385631656,-23.73518395281661,13,1,-1,-1.760518637322571
A/Mexico/InDRE2664/2003,-12.282851547743812,-26.19974890886885,13,1,1,-1.234334043999575
A/Mexico/JAL25565/2009,-11.373914836724394,-27.087837130061732,13,1,1,-1.0031593619618968
A/Mexico/DIF29/2006,-9.331335159730576,-26.180820022122226,13,1,1,-0.9793824993516589
A/Mexico/InDRE29/2006,-6.979221574572684,-25.86622805741023,13,1,-1,-1.960417288583003
A/Illinois/NHRC0002/2006,-22.176003983791176,-28.036769397116014,12,1,1,-1.0582126850755311
A/NewYork/1032/2006,-26.02862245751359,-29.238898098803578,-1,1,1,-1.0495119210347963
A/NewYork/1044/2006,-21.350945678543933,-28.658899486482717,-1,1,1,-1.0943223982815273
A/Texas/NHRC0001/2006,-19.683739513581685,-27.971698249576416,-1,1,1,-1.1562648658256396
A/SouthCarolina/NHRC0001/2006,-27.24346655290705,-30.76365403937743,-1,1,1,-1.091047364858363
A/Missouri/NHRC0001/2006,-18.863779060300136,-29.249412337824808,-1,1,1,-1.2269473574024534
A/WesternAustralia/79/2005,-9.696561756989917,-24.706441647971786,13,1,-1,-1.5266207445545423
A/NewYork/4/2006,-11.513448017533426,-26.393548418581506,13,1,1,-1.075022054982597
A/Missouri/NHRC0001/2005,-17.822514824267486,-29.69013559798265,13,1,1,-1.270772980728855
A/Colorado/UR06-0023/2007,-8.972916199787763,-24.91175273461607,13,1,1,-1.2377125536070888
A/Morioka/22/2006,-21.720761829063875,-32.105753585318595,-1,1,1,-1.1911176960016774
A/HaNoi/BM38/2007,-24.767192162682427,-31.00874175720869,-1,1,1,-1.0948360360119875
A/HaNoi/N080/2007,-22.704165415201796,-30.599715578704227,-1,1,1,-1.0601062671936634
A/Taiwan/70307/2007,-22.732258870823777,-30.593676216185273,-1,1,1,-1.0608717318623655
A/Hawaii/06/2006,-27.12621887544709,-30.364135242037825,-1,1,1,-1.0898547082293688
A/Taiwan/70113/2007,-22.66827750266829,-30.57139310701262,-1,1,1,-1.058555782090186
A/Thailand/MR07011/2007,-24.766792316147672,-27.808449247922955,-1,1,1,-1.0525753733893644
A/Taiwan/1452/2007,-32.20372406525112,-32.403648530248155,-1,1,1,-1.3131584565446819
A/Taiwan/70002/2007,-22.628819226724964,-31.515234199259858,-1,1,1,-1.0836852653634197
A/NewYork/1102/2007,-27.114438868659096,-30.365873316356325,-1,1,1,-1.0896334744124656
