strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
SG_092	zika	KY241762	2016-08-30	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241762	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_093	zika	KY241763	2016-09-02	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241763	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_094	zika	KY241764	2016-08-31	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241764	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_095	zika	KY241765	2016-08-30	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241765	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_096	zika	KY241766	2016-09-15	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241766	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_097	zika	KY241767	2016-09-07	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241767	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_098	zika	KY241768	2016-08-31	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241768	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_099	zika	KY241769	2016-09-10	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241769	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_100	zika	KY241770	2016-08-30	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241770	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_101	zika	KY241771	2016-09-02	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241771	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_102	zika	KY241772	2016-08-30	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241772	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_103	zika	KY241773	2016-09-07	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241773	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_104	zika	KY241774	2016-09-05	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241774	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_105	zika	KY241775	2016-09-05	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241775	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_106	zika	KY241776	2016-09-05	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241776	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_107	zika	KY241777	2016-09-06	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241777	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_108	zika	KY241778	2016-09-06	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241778	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_109	zika	KY241779	2016-09-06	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241779	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_110	zika	KY241780	2016-09-06	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241780	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_111	zika	KY241781	2016-09-06	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241781	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_112	zika	KY241782	2016-09-07	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241782	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_113	zika	KY241783	2016-09-07	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241783	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_114	zika	KY241784	2016-09-08	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241784	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_115	zika	KY241785	2016-09-05	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241785	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_116	zika	KY241786	2016-09-06	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241786	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_117	zika	KY241787	2016-09-07	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241787	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_118	zika	KY241788	2016-05-13	southeast_asia	singapore	singapore	singapore	genbank	genome	Ho et al	https://www.ncbi.nlm.nih.gov/nuccore/KY241788	Outbreak of Zika virus infection in Singapore: an epidemiological, entomological, virological, and clinical analysis	Lancet Infect Dis (2017) In press	?
SG_EHI_/33164Y17	zika	MF988734	2017-08-XX	north_america	cuba	cuba	cuba	genbank	genome	Tan et al	https://www.ncbi.nlm.nih.gov/nuccore/MF988734	Viral and Antibody Kinetics, and Mosquito Infectivity of an Imported Case of Zika Fever Due to Asian Genotype (American Strain) in Singapore	Viruses 10 (1), E44 (2018)	https://www.ncbi.nlm.nih.gov/pubmed/29346272
SI_BKK01	zika	KY272987	2016-08-30	southeast_asia	thailand	thailand	thailand	genbank	genome	Leelahakorn et al	https://www.ncbi.nlm.nih.gov/nuccore/KY272987	Characterization of zika virus in Thailand	Unpublished	?
SI_BKK02	zika	MF996804	2017-08-07	southeast_asia	thailand	thailand	thailand	genbank	genome	Wongsurawat et al	https://www.ncbi.nlm.nih.gov/nuccore/MF996804	Case of Microcephaly after Congenital Infection with Asian Lineage Zika Virus, Thailand	Emerging Infect. Dis. 24 (9) (2018) In press	https://www.ncbi.nlm.nih.gov/pubmed/29985788
SI_BKK05	zika	MG807646	2016-11-11	southeast_asia	thailand	thailand	thailand	genbank	genome	Wongsurawat et al	https://www.ncbi.nlm.nih.gov/nuccore/MG807646	Case of Microcephaly after Congenital Infection with Asian Lineage Zika Virus, Thailand	Emerging Infect. Dis. 24 (9) (2018) In press	https://www.ncbi.nlm.nih.gov/pubmed/29985788
SI_BKK06	zika	MG807647	2017-09-07	southeast_asia	thailand	thailand	thailand	genbank	genome	Wongsurawat et al	https://www.ncbi.nlm.nih.gov/nuccore/MG807647	Case of Microcephaly after Congenital Infection with Asian Lineage Zika Virus, Thailand	Emerging Infect. Dis. 24 (9) (2018) In press	https://www.ncbi.nlm.nih.gov/pubmed/29985788
SK364/13AS	zika	KX051560	2013-07-09	southeast_asia	thailand	thailand	thailand	genbank	genome	Melendez et al	https://www.ncbi.nlm.nih.gov/nuccore/KX051560	Genetic characterization of Zika virus isolates from Thailand and the Philippines 2012-2015	Unpublished	?
SK403/13AS	zika	KX051561	2013-09-21	southeast_asia	thailand	thailand	thailand	genbank	genome	Melendez et al	https://www.ncbi.nlm.nih.gov/nuccore/KX051561	Genetic characterization of Zika virus isolates from Thailand and the Philippines 2012-2015	Unpublished	?
SL1602	zika	KY348640	2016-01-22	south_america	suriname	suriname	suriname	genbank	genome	van Boheemen et al	https://www.ncbi.nlm.nih.gov/nuccore/KY348640	Quasispecies composition and evolution of a typical Zika virus clinical isolate from Suriname	Sci Rep 7 (1), 2368 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28539654
SLV/2016/ElSalvador_1055	zika	MF801377	2016-02-22	north_america	el_salvador	el_salvador	el_salvador	genbank	genome	Theze et al	https://www.ncbi.nlm.nih.gov/nuccore/MF801377	Tracking Zika virus spread in Central America and Mexico using metagenomic sequencing	Unpublished	?
SMGC_1	zika	KX266255	2016-02-14	oceania	american_samoa	american_samoa	american_samoa	genbank	genome	Bi et al	https://www.ncbi.nlm.nih.gov/nuccore/KX266255	Genetic and Biological Characterization for Zika Viruses Imported through Shenzhen Port	Chin. Sci. Bull. 61 (22), 2463-2474 (2016)	?
SPH2015	zika	KU321639	2015-03-XX	south_america	brazil	brazil	brazil	genbank	genome	Cunha et al	https://www.ncbi.nlm.nih.gov/nuccore/KU321639	First Complete Genome Sequence of Zika Virus (Flaviviridae, Flavivirus) from an Autochthonous Transmission in Brazil	Genome Announc 4 (2) (2016)	https://www.ncbi.nlm.nih.gov/pubmed/26941134
SSABR1	zika	KU707826	2015-07-01	south_america	brazil	brazil	brazil	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/KU707826	Zika virus complete genome from Salvador, Bahia, Brazil	Infect. Genet. Evol. 41, 142-145 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27071531
SV0010/15	zika	KX051562	2015-01-16	southeast_asia	thailand	thailand	thailand	genbank	genome	Melendez et al	https://www.ncbi.nlm.nih.gov/nuccore/KX051562	Genetic characterization of Zika virus isolates from Thailand and the Philippines 2012-2015	Unpublished	?
SY01_2016	zika	KY967711	2016-11-01	china	china	china	china	genbank	genome	Wu et al	https://www.ncbi.nlm.nih.gov/nuccore/KY967711	Zika virus infection induces coagulation disorder and liver dysfunction	Unpublished	?
SZ01/2016/China	zika	KU866423	2016-XX-XX	oceania	american_samoa	american_samoa	american_samoa	genbank	genome	Deng et al	https://www.ncbi.nlm.nih.gov/nuccore/KU866423	Isolation, identification and genomic characterization of the Asian lineage Zika virus imported to China	Sci China Life Sci 59 (4), 428-430 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/26993654
SZ_WIV01	zika	KU963796	2016-XX-XX	oceania	american_samoa	american_samoa	american_samoa	genbank	genome	Deng et al	https://www.ncbi.nlm.nih.gov/nuccore/KU963796	Isolation and characterization of Zika virus imported to China in C6/36 mosquito cells	Unpublished	?
Saint_Barthelemi_Rus_6BRN_2016	zika	MF098767	2016-07-25	north_america	saint_barthelemy	saint_barthelemy	saint_barthelemy	genbank	genome	Karan et al	https://www.ncbi.nlm.nih.gov/nuccore/MF098767	Imported cases of Zika virus disease in Russia in 2016-2017	Unpublished	?
THA/2014/SV0127_14	zika	KU681081	2014-07-19	southeast_asia	thailand	thailand	thailand	genbank	genome	Ellison et al	https://www.ncbi.nlm.nih.gov/nuccore/KU681081	Complete Genome Sequences of Zika Virus Strains Isolated from the Blood of Patients in Thailand in 2014 and the Philippines in 2012	Genome Announc 4 (3) (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27174274
THA/PLCal_ZV/2013	zika	KF993678	2013-02-19	southeast_asia	thailand	thailand	thailand	genbank	genome	Fonseca et al	https://www.ncbi.nlm.nih.gov/nuccore/KF993678	First case of zika virus infection in a returning canadian traveler	Am. J. Trop. Med. Hyg. 91 (5), 1035-1038 (2014)	https://www.ncbi.nlm.nih.gov/pubmed/25294619
TS17_2016	zika	KX806557	2016-02-XX	oceania	australia	australia	australia	genbank	genome	Pyke et al	https://www.ncbi.nlm.nih.gov/nuccore/KX806557	Isolation of Zika virus from a viremic patient from Australia with travel to Tonga, 2016	Unpublished	?
Thai/KngSG/17_D501	zika	LC369584	2017-XX-XX	southeast_asia	thailand	thailand	thailand	genbank	genome	Kato et al	https://www.ncbi.nlm.nih.gov/nuccore/LC369584	The almost complete sequence of Zika virus imported from Thailand to Japan in 2017	Unpublished	?
Thailand/1605aTw	zika	KY126351	2016-05-XX	china	taiwan	taiwan	taiwan	genbank	genome	Lin et al	https://www.ncbi.nlm.nih.gov/nuccore/KY126351	Imported Zika virus strains, Taiwan, 2016	Unpublished	?
Thailand/1610acTw	zika	MF692778	2016-10-XX	southeast_asia	thailand	thailand	thailand	genbank	genome	Lin et al	https://www.ncbi.nlm.nih.gov/nuccore/MF692778	Imported Zika virus strains, Taiwan, 2016	Unpublished	?
UNK/2016/MA_WGS16_029	zika	KY785454	2016-08-05	north_america	el_salvador	el_salvador	el_salvador	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785454	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
USA/2016/FL010	zika	KY014295	2016-06-22	north_america	usa	usa	usa	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014295	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
USA/2016/FL019	zika	KY785421	2016-07-07	north_america	usa	usa	usa	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785421	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
USA/2016/FL021	zika	KX922703	2016-07-19	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KX922703	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FL022	zika	KY075935	2016-07-22	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY075935	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FL028	zika	KY785443	2016-08-01	north_america	usa	usa	usa	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785443	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
USA/2016/FL029	zika	KY785457	2016-08-01	north_america	usa	usa	usa	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785457	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
USA/2016/FL030	zika	KX922704	2016-08-02	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KX922704	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FL032	zika	KX922705	2016-08-05	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KX922705	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FL035	zika	KY785440	2016-08-03	north_america	usa	usa	usa	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785440	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
USA/2016/FL036	zika	KY075936	2016-08-04	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY075936	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FL038	zika	KY014326	2016-08-05	north_america	usa	usa	usa	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014326	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
USA/2016/FL039	zika	KX922707	2016-08-17	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KX922707	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLSR036	zika	KY325464	2016-09-19	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325464	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLSR043	zika	KY325465	2016-09-28	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325465	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR001	zika	KY325480	2016-07-28	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325480	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR002	zika	KY325466	2016-07-28	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325466	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR005	zika	KY325481	2016-07-29	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325481	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR006	zika	KY325467	2016-07-29	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325467	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR007	zika	KY325468	2016-08-04	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325468	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR008	zika	KY325469	2016-08-04	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325469	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR009	zika	KY325470	2016-08-04	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325470	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR011	zika	KY325471	2016-08-08	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325471	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR013	zika	KY325472	2016-08-23	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325472	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR014	zika	KY325482	2016-08-24	north_america	usa	usa	usa	genbank	genome	Ladner et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325482	Zika virus genomes from human cases in Florida, USA	Unpublished	?
USA/2016/FLUR015	zika	KY325483	2016-08-24	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325483	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR022	zika	KY325473	2016-08-31	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325473	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR026	zika	KY325474	2016-09-13	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325474	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR057	zika	KY325475	2016-10-05	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325475	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR058	zika	KY325476	2016-10-11	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325476	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLUR063	zika	KY325477	2016-10-03	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325477	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLWB042	zika	KY325478	2016-09-26	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325478	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/FLWB044	zika	KY325479	2016-09-28	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KY325479	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/Hu0015SA	zika	KX832731	2016-08-24	north_america	usa	usa	usa	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/KX832731	Genomic epidemiology reveals multiple introductions of Zika virus into the United States	Nature (2017) In press	https://www.ncbi.nlm.nih.gov/pubmed/28538723
USA/2016/MA_WGS16_034	zika	KY785459	2016-08-15	north_america	usa	usa	usa	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785459	Zika virus evolution and spread in the Americas	Nature 546 (7658), 411-415 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28538734
USA/UT_1/2016	zika	KX827268	2016-01-01	north_america	mexico	mexico	mexico	genbank	genome	Swaminathan et al	https://www.ncbi.nlm.nih.gov/nuccore/KX827268	Fatal Zika Virus Infection with Secondary Nonsexual Transmission	N. Engl. J. Med. 375 (19), 1907-1909 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/27681699
USVI/1/2016	zika	VI1_1d	2016-09-28	north_america	usvi	saint_croix	saint_croix	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/11/2016	zika	VI11	2016-03-22	north_america	usvi	saint_thomas	saint_thomas	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/12/2016	zika	VI12	2016-11-04	north_america	usvi	saint_croix	saint_croix	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/13/2016	zika	VI13	2016-08-13	north_america	usvi	saint_thomas	saint_thomas	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/15/2016	zika	VI15_1d	2016-09-13	north_america	usvi	saint_thomas	saint_thomas	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/19/2016	zika	VI19	2016-11-21	north_america	usvi	saint_croix	saint_croix	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/2/2016	zika	VI2	2016-09-28	north_america	usvi	saint_croix	saint_croix	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/20/2016	zika	VI20	2016-10-13	north_america	usvi	saint_croix	saint_croix	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/21/2016	zika	VI21	2016-11-07	north_america	usvi	saint_john	saint_john	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/22/2016	zika	VI22	2016-09-07	north_america	usvi	saint_thomas	saint_thomas	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/23/2016	zika	VI23_12plex	2016-07-12	north_america	usvi	saint_thomas	saint_thomas	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
USVI/24/2016	zika	VI24	2016-09-13	north_america	usvi	saint_thomas	saint_thomas	fh	genome	Black et al	https://github.com/blab/zika-usvi/	Genetic characterization of the Zika virus epidemic in the US Virgin Islands	?	?
