strain,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca_label
A/Colorado/01/2020,-3.1414229847621518,-1.2079452615811552,3.102123730727141,3.386714606787152,0.007474720881828704,0.13888687841936773,0.11587973288519596,0.14325468538967318,-0.39847144753437425,0.14079020448073354,3
A/Iowa/40/2019,-3.145527148456586,-1.2090915132555746,3.0987373042049744,3.3735423885961717,0.008507277683216772,0.1424823224762941,0.20720049625025078,0.1434965692206107,-0.4235076543134021,0.10102182691412213,3
A/Nevada/33/2019,-3.1465680971309546,-1.2102593185647135,3.1051924913189235,3.3888054726528947,0.008615202900088267,0.14419886006566948,0.21025527683362433,0.14672340628341216,-0.43449120489213156,0.10399380296607051,3
A/Montana/45/2019,-3.151056338395576,-1.2319836525546917,3.036614655742781,3.377217008521051,0.19727751059054402,0.14164762229599093,0.17763028503625364,0.138797436869202,-0.4132469286787798,0.08554594671606201,3
A/NorthCarolina/31/2019,-3.1446591698246245,-1.208798351174325,3.090622155326045,3.3583879815976485,0.003612415350100183,0.13881538138557886,0.201729354592476,0.1582762796327374,-0.40832286220262687,0.09953828715361406,3
A/Utah/53/2019,-3.1484839529619033,-1.2097745206756174,3.106888213176481,3.3344576824908403,0.012633755112709158,0.1491834649742632,0.21413969761524124,0.16014729797644287,-0.52189453457787,0.05698655080568461,3
A/Massachusetts/01/2020,-3.150758242521223,-1.222562411039672,3.0606492909129552,3.390335033721792,-0.07128719764302827,0.11531465606034368,0.19356652278454553,0.15445422904869466,-0.3707237407958414,0.08693989409561931,3
A/Texas/357/2019,-3.1497451746960192,-1.2237905087970011,3.062156149198829,3.385253687959746,-0.07265656125725936,0.11371921191439494,0.19786723052896812,0.1539607044209439,-0.3884275865361015,0.0780809049009734,3
A/Delaware/41/2019,-3.139314971338018,-1.2161308919304445,3.1039878398169476,3.361773640053858,0.02551471462651872,0.09524876514402587,0.21458785913531517,0.12319025126560833,-0.33810533136295057,0.060371140896106394,3
A/Maryland/40/2019,-3.141898761374997,-1.2059967410138872,3.094193962697068,3.3615469346046036,0.006829511826027887,0.1265472509632437,0.2133734098749807,0.13794126989184402,-0.4170717428588315,0.08742543284005096,3
A/Pennsylvania/1019/2019,-3.1529072507113,-1.2139692895494663,3.1385997904236405,3.461015858995201,-0.005798886440914049,0.1601743862094772,0.22341637297625852,0.16236929044763623,-0.4962778976757417,0.12076044168391588,3
A/Maryland/38/2019,-3.1479499475767523,-1.2092641743997503,3.124220927681221,3.418504126142058,0.018492340084526295,0.15044017250603572,0.21685751265690323,0.17603714062715145,-0.4460062848808698,0.10412019016524829,3
A/Illinois/40/2019,-3.1511787973327445,-1.2239064823961625,3.066702059588994,3.406525131550396,-0.07369830923052352,0.1261788691958715,0.19101645654709837,0.15928962416545223,-0.37231945233246194,0.08262439237577054,3
A/Utah/58/2019,-3.140391977887186,-1.2048616752506063,3.025034964380221,3.2687127801721405,-0.027759322122485813,0.11981364762276422,0.18316616926035809,0.23741114395273555,-0.2994687524633156,0.07358967023319526,3
A/Washington/652/2019,-3.1594639311481814,-1.2352664341351927,3.0747688345216195,3.4114040923391626,0.11969893010595666,0.1727083275776629,0.18381166498260287,0.1345417738615711,-0.44633226270588555,0.129630185756744,3
A/Michigan/437/2019,-2.9653524739285007,-1.2131218593192432,3.14493065969055,3.4007947691612954,0.012226360321768699,0.1954516739320829,0.1582407302694013,0.10747284873704728,-0.4897034377724665,0.12788850614040018,3
A/NorthDakota/38/2018,-3.0214215486256704,-1.0637087223866102,2.3161272359710257,1.419760580974451,-0.004873831130422298,-0.1116496816340615,-0.27573419968282403,-0.36409431566933764,1.4653624256399036,-0.49773299886447203,4
A/SouthAustralia/184/2018,-2.706937501677499,-0.5539985993636898,2.2122603838933546,1.5658668679020376,-0.03775328720408231,-0.26373482096370604,-0.5806289573263114,-0.4004226436297238,1.4097931031973532,-0.31817695358143877,4
A/SouthAustralia/151/2018,-3.023882848853587,-1.077189910007407,2.3568569147841703,1.5330143854092004,-0.0007320995944093955,-0.08909931960927603,-0.21217692326590448,-0.2846272584684304,1.1268406631503156,-0.41692676304676307,4
A/SouthAustralia/26/2018,-3.028271940073643,-1.0806134374579603,2.3736314478228575,1.5836516935264842,-0.002349345956847559,-0.08313103263025498,-0.21734769984066307,-0.30192789125776004,1.2364474186948333,-0.42872352881990317,4
A/NewYork/57/2019,-3.4282480723881417,-1.1998036641233965,2.9959037461775324,3.233402244183952,-0.04492449466730866,0.32486181346505766,0.7268322704528062,0.1789418369354856,-0.7576148946889457,0.18511427906304959,3
A/India/Ker-1851650/2018,-2.948780282415641,-0.9992176957851442,1.8831067560670225,0.5118454657363873,-0.02962904527163748,-0.2003203598638999,-0.35857097291165513,-0.4502888973498816,1.4096340473593376,-0.46654543541436544,4
A/India/Pun-1847908/2018,-2.9634137776464566,-1.0097608398423443,1.9700771611451693,0.6978041215682285,-0.02931846317248254,-0.1955106950987844,-0.35441784792404124,-0.4564326763124621,1.4918096857403005,-0.5324025144821664,4
A/India/Pun-1851148/2018,-3.1447016952469764,-0.9988029333937535,1.9154574534165754,0.705944948219925,-0.057548043986381685,-0.15759883846875697,-0.3704723359237135,-0.4614134769275424,1.5425304197371106,-0.5457755676984841,4
A/India/Pun-1847054/2018,-2.9657053804204097,-1.0146917140804528,1.9772067344039357,0.6964425990479858,-0.0283320552155058,-0.1936882002271008,-0.3569059690306171,-0.46707259773266424,1.5378816117824394,-0.5225258266616192,4
A/India/Pun-1847933/2018,-2.7751485075894995,-1.0197282602111917,2.0211678545058818,0.6800361437992847,-0.022083130492295374,-0.16552104716182428,-0.691077269354398,-0.4782296981735818,1.6681344611105942,-0.7305884191403476,4
A/India/Pun-1920970/2019,-3.136529061143743,-1.1989324859326729,3.0429819834060945,3.2395526485173467,0.007973286966829512,0.12723102694825428,0.18007521115335773,0.11506837911618932,-0.3206742024783721,0.07126336121736605,3
A/India/Pun-1922253/2019,-3.144138702854509,-1.2075324486487797,3.0901127891039906,3.3530765304317165,0.008388157669331733,0.14016811056801115,0.20305100654476843,0.13915594720769556,-0.408413942690712,0.09682120844215782,3
A/India/Pun-1921693/2019,-3.1606566903902347,-1.2258722865349125,3.1899663852730513,3.5929663338491706,0.004588561026505898,0.16512172639312575,0.24958508402009555,0.17951260270179353,-0.5449950606984372,0.14321836568262516,3
A/India/Pun-1922218/2019,-3.166242311684317,-1.2322153110383642,3.2256567496386355,3.681133965132478,0.004821634227006084,0.17614578288816438,0.27031408537541285,0.20169287209985917,-0.6290639959851394,0.16896059127347954,3
A/India/Pun-1924667/2019,-3.1630556738360096,-1.2285214135188518,3.2044069299003373,3.6285569473165316,0.00387582519140623,0.16911665045970223,0.2571815426782235,0.18629402763075065,-0.5694647095905477,0.15230956416090916,3
A/India/Pun-1922260/2019,-3.152731814268674,-1.2172834218148028,3.143439675998301,3.490843988690024,0.0038133510713095533,0.15451373831292597,0.23146157357706393,0.16527535429860343,-0.5030662580170718,0.13200022903937322,3
A/India/Pun-1921994/2019,-3.1535339355008616,-1.2191315401466813,3.1527821578315884,3.508729009102766,0.0038188964728349535,0.1523388903059611,0.23808207698973785,0.16038227261988466,-0.4747700013778758,0.1349861565355847,3
A/India/Pun-1922052/2019,-3.0610486414181204,-1.0779384238118095,3.015105496119423,3.317841687347224,0.029144173278860847,0.1883059930308686,0.23026546995580155,0.15645797146809157,-0.33310462000621405,0.10801447946488804,3
A/India/Pun-1922016/2019,-3.1726028477510173,-1.2407551899586866,3.2688876784341145,3.8120162435811604,-0.0031464997008600927,0.19088993327078266,0.31725566782846076,0.241298243688799,-0.8399891181528545,0.28726643268464624,3
A/India/Pun-1922295/2019,-3.1736765778631226,-1.235098578527669,3.2745036194659733,3.819473228891702,-0.007310883202685906,0.19569281771783195,0.31494916535431855,0.2533502432329064,-0.8601937990341721,0.2698497317025773,3
A/India/Pun-1923665/2019,-3.1145598254639495,-1.2075225939800407,3.0457421314226107,3.875389473635506,-0.04396948664814339,0.17220458602932964,0.31266831515466437,0.23401918766722235,-0.8994980102141478,0.3269507327542235,3
A/India/Pun-1923690/2019,-3.0299805176044745,-1.0742960226175595,2.9755943027890437,3.834232994119931,-0.0613862215709857,0.21760037109940583,0.3440583948812723,0.24388183404534236,-0.8182157668992123,0.3375396225769758,3
A/India/Pun-1923708/2019,-3.0794509357807542,-1.1696714453480603,2.844391819307524,3.39849605899205,-0.04163955040777245,0.21913510975894693,0.3499759770940644,0.1986827964012583,-0.5851010615741228,0.1980282114741479,3
A/India/Pun-1922030/2019,-3.042191886846909,-1.0989973665497808,2.379415279353789,1.6928207369678037,-0.08858255208498314,-0.11094408846486088,-0.23291992659763186,-0.30163133659705793,1.3304181875702619,-0.47103955100115713,4
A/India/Pun-1922292/2019,-3.0445908702926867,-1.10164649353372,2.393855823981077,1.72841135043517,-0.08929528792008286,-0.10694916439828389,-0.22532346793950295,-0.2948499116681,1.3059485386781506,-0.46194835252287303,4
A/Italy/8453/2019,-2.91639953337889,-1.0562416962691086,2.263052926347373,1.2441629713737923,0.0025362398150922407,-0.04593013303205131,-0.26595507952562814,-0.3397108391253929,1.5188059380295562,-0.5329328899964144,4
A/Italy/9061/2019,-3.023500558645755,-1.0716508598358094,2.3465084030872774,1.5407147202755427,-0.002438660306939592,-0.07445536335894938,-0.1950072757411253,-0.2686844583828478,1.076852673968489,-0.34399324250436836,4
A/Japan/7503/2018,-3.0222619364514873,-1.074355479021194,2.3440854514429312,1.5409800134386646,-0.0022215851707951097,-0.0772779470023846,-0.19859700894305585,-0.26457432920913204,1.0505519119936562,-0.3552399139379762,4
A/SouthKorea/8203/2019,-3.0197347015409277,-1.0663639795872686,2.3127410575969107,1.422877573404566,-0.005339102772878656,-0.11102748026781573,-0.27033746845225437,-0.35869001864147776,1.4382254993951264,-0.5115991154938918,4
A/Texas/7538/2018,-3.0214215486256704,-1.0637087223866097,2.3161272359710257,1.419760580974451,-0.004873831130422398,-0.11164968163406139,-0.2757341996828244,-0.3640943156693379,1.4653624256399038,-0.4977329988644721,4
A/Italy/9363/2019,-3.021439826136977,-1.083195066721615,2.360847316873791,1.586917144910038,0.06725462692367945,-0.10857677927271042,-0.20222071765064908,-0.29188412186676965,1.2397254182717286,-0.4718868793081113,4
A/Alaska/7957/2019,-1.8130552624478666,-2.546240510125688,-2.167749526896989,0.15400482444271607,-0.7360101970129741,-0.14702170390097719,0.19666343615958407,-0.489502328158838,-0.1740089439139379,-0.10084614924618639,5
A/Germany/9056/2019,-1.8141423808241246,-2.5473147629497377,-2.168841797179579,0.15269720896368152,-0.7316476830984359,-0.13870896338520391,0.18797734361621768,-0.48545557546689105,-0.1553036765795285,-0.08170299735906354,5
A/Bahrain/NHRC-OID_ESX0121A/2018,-1.8262766047421264,-2.5839447953879646,-2.242708267872427,0.20939234147783645,-0.9269691476789264,-0.2732091788777551,0.026619101432947708,-0.2489432949042682,-0.008968158939118362,-0.027872625665556258,5
A/Bahrain/NHRC-OID_ESX0123/2018,-1.8264779872749242,-2.5847763921391773,-2.244260247674285,0.20970626146338958,-0.9297781846028906,-0.2742820475900475,0.0267472959955278,-0.25066616287290794,-0.00904369715900347,-0.028140588064642494,5
A/Germany/9360/2019,-1.821083915757042,-2.568069042726951,-2.206425969902872,0.20497278855349538,-0.8389610251388916,-0.2492791667075151,0.060479501546581424,-0.5111049214366189,-0.05111497011946435,-0.036049293414922676,5
A/Germany/8914/2019,-1.821818634408516,-2.571076432241344,-2.2161989588018285,0.20586828816996264,-0.8515623447280838,-0.22441208945336766,0.10242214571719448,-0.5208818022732115,-0.05194066076583315,-0.05476664189671906,5
A/Homosapien/China/LS205/2018,-1.8220479220849555,-2.5737514763911284,-2.233125137404653,0.22426249479866503,-0.8680446886460684,-0.22948827288549098,0.1106135533544189,-0.5325190366695498,-0.09275751060969098,-0.08167951797557711,5
A/Belgium/8876/2019,-1.453243223695256,-2.6179189931242104,-2.1247724971766564,0.13941595327172093,-0.8633112364765151,-0.18176162114830965,-0.09085102012653783,-0.8901738835859676,-0.2737848463350726,0.155463769715386,5
A/England/8892/2019,-1.457648384155947,-2.6173795138386433,-2.1234785719977634,0.13871840153226547,-0.8616063453678944,-0.2210648463420575,-0.013282157778330134,-0.8775696072123461,-0.24739152732978187,0.1160390416491595,5
A/England/8893/2019,-1.457575801594886,-2.6166432985232198,-2.120324745454878,0.13864030929300955,-0.8581183235020362,-0.23485957672795807,-0.033404702750412,-0.8745089901486854,-0.2530287159209824,0.11973919924349893,5
A/Italy/7842/2019,-1.4570782192979626,-2.6167067218859605,-2.1166651743920477,0.13766170289302107,-0.8522271684857514,-0.23242488682373913,-0.03279002501418864,-0.8624516578103689,-0.24879670969343504,0.11603609944432663,5
A/England/7823/2019,-1.4617506400690323,-2.6393273630199725,-2.157786460252577,0.14805384558663162,-0.9242683990618623,-0.25811855115380444,-0.0325083872389916,-1.0485836953923469,-0.2959686589353218,0.13728917626736475,5
A/England/7964/2019,-1.4622288213783574,-2.641742945702047,-2.1623442244371436,0.14887362508506413,-0.9327074214969616,-0.26172440395558155,-0.033634500261259706,-1.0701324001428707,-0.3043815442273285,0.14311798562275155,5
A/England/7963/2019,-1.4625664567627883,-2.6408193356185454,-2.1645670170208153,0.14963133509611226,-0.9360453956968966,-0.2631433574688967,-0.033761297419837286,-1.0777256291144284,-0.3065122226724416,0.1426172204281486,5
A/Belgium/8877/2019,-1.820993704125456,-2.5900191016927443,-2.2308024639020436,0.16337296357880646,-0.9471159607192218,-0.22275710031182924,-0.14058333014501787,0.1017476656204901,0.008098328605330845,-0.04500159529550143,5
A/England/8122/2019,-1.6403722275678483,-2.6001547192699443,-2.177316377324039,0.1537011189463249,-0.9219933849953791,-0.2629886102789922,-0.12498158660823018,0.10709421850807278,-0.045498519620664764,-0.03749653335797131,5
A/Germany/9482/2019,-1.6408215914209232,-2.607571521263929,-2.1860422516410773,0.1421318689482699,-0.9298046766128967,-0.2724846218826873,-0.10347904800636061,0.10562262096212144,-0.05476509553658359,-0.11606608534554742,5
A/Italy/8938/2019,-1.2685775670549733,-2.6146516518414313,-2.0900087944955215,0.1391468346298441,-0.8836548257827463,-0.21837329610753,-0.3765836186358873,0.10487556973045352,0.15173773981485433,-0.2243637668314271,5
A/England/8581/2019,-1.6656139427192913,-2.7204149623828853,-2.394844979893793,0.20001046244464638,-1.5927031210612166,-0.4677234681623024,-0.44471841255374905,2.551949300735309,0.42279459617421433,0.17882774738752694,5
A/Germany/9483/2019,-1.6667881097588169,-2.716736397261125,-2.3857426178496515,0.194926187460044,-1.5834788793943764,-0.48444892414198754,-0.43240738493725667,2.5865138745807728,0.4348040326984129,0.18097616798734648,5
A/Germany/7830/2018,-1.6648792336130571,-2.7200890332124756,-2.3916386454863607,0.1658546436294773,-1.5521147503862707,-0.36899814123543584,-0.280390210172061,2.531494861377743,0.390131476404383,0.16590874083555815,5
A/Turkey/8543/2019,-1.7078674466238866,-2.2249149601869376,-2.546370015919621,0.3150924250887896,-1.537648043262465,-0.6969813043152543,-0.6276083589450164,2.4748453340197205,0.26711699822363416,-0.4256158744055992,5
A/Iran/ClinicalSample/2019,-1.659680883949833,-2.6948520944787453,-2.3424170548267926,0.16257539543901578,-1.4662254827567256,-0.44169212301695787,-0.40712312543355095,2.4280230659581306,0.36009359468790775,0.1730404490434829,5
A/Germany/9669/2019,-1.5720164825792138,-2.736981629470091,-2.3808952577790143,0.15447058454767015,-1.5972644549871406,-0.38512269546510614,-0.3569517073398,2.716098446314173,0.3819541916267572,0.16681079266417903,-1
A/Italy/9065/2019,-1.8914092324404455,-2.4852880405250866,-2.0786768185662363,0.14015460905863403,-0.5339696952499028,-0.13902878176411768,0.08571190647053638,-0.29470124921689533,0.03132470386126786,-0.02397599909147345,5
A/Guam/7502/2018,-1.9028768185074398,-2.4205594986375147,-2.854851349474627,0.48697577035340506,2.745276952556107,0.018133611003496822,-0.365866097173474,0.12818115255615076,-0.006232464006259768,0.028732438185261982,6
A/India/Ker-19298/2018,-1.8288164735100947,-2.5976834765121217,-2.2491096557955337,0.20858721523397827,-0.9319759099699524,-0.2868468011775674,0.04203909004726803,-0.5396615232821337,-0.0449595999962649,-0.07732433449359002,5
A/India/Ker-19299/2018,-1.8601924286556417,-2.449257574819999,-2.175179175481477,-0.0005072424042852134,-0.8049868731025884,-0.1499689045796195,0.2598256953969249,-0.4613857547941593,-0.9517350177694202,-0.3476073265792849,5
A/India/Pun-1845890/2018,-1.8466561829803552,-2.5761307019739297,-2.1079866388308544,-0.03311591199717154,-0.7772110573849819,-0.19567937423629864,0.15511028102682306,-0.44823477766140757,-0.9756418789769781,-0.4383045260692607,5
A/India/Pun-1846768/2018,-1.820445861939702,-2.565312475754666,-2.189387951571304,0.19457072194840883,-0.8190907711881056,-0.25266464408742906,0.062234261034063716,-0.5074971271736115,-0.05050744932869036,-0.065222829518107,5
A/India/Pun-19533/2019,-1.830503772751778,-2.425089181840328,-2.235326286471137,0.2122613263468068,-0.783475028646109,-0.17581452211426332,0.16298453898301868,-0.5401080042964442,-0.02861617073219074,0.04149485490893685,5
A/India/Pun-1847030/2018,-1.849627042784652,-2.612972762005624,-2.1741689189714197,0.4167823362632634,-0.6614497464508948,-0.24190896277611923,0.04048615435694205,-0.5814152448689985,0.0721798918364778,-0.1075972372732583,5
A/India/Pun-1851127/2018,-1.821172362832063,-2.5926131926549814,-2.1149007106967157,0.39479984828911385,-0.8410337036782045,-0.31541557155246785,0.12012416645941135,-0.5847705815526528,0.10195423758884455,-0.08673824515281027,5
A/India/Pun-1847593/2018,-1.7453667359382885,-2.4453006606280123,-2.2512129852467333,0.2162395403340346,-0.5645360516699253,-0.1244429264607162,0.07521136589692619,-0.5386288696394899,-0.040016361457499774,0.026612219863390726,5
A/India/Pun-19615/2019,-1.830211183259617,-2.5944818993378354,-2.2310237510090607,0.20536708373717022,-0.8992913105932543,-0.19743469476486467,0.1747341243128621,-0.6253162668086598,0.1198809981086623,-0.15112016955304386,5
A/India/Pun-1847801/2018,-1.8358063297558889,-2.593943135166336,-2.1292343125105275,0.41028064031894695,-0.861826842812957,-0.2676095152747057,0.08696248682315484,-0.5908420764238864,0.14531725513944316,-0.09205938599601245,5
A/Germany/8918/2019,-1.7519342655757841,-2.284309645532492,-2.2655540064030597,0.2302351069704509,-0.7854218829744091,-0.16083804561536322,0.25063007477512994,-0.5277515388996793,-0.09204558954926281,0.11966908820837675,5
A/Homosapien/China/LS340/2019,-1.3613459041177263,-2.645625254106212,-2.157690406417792,0.1700554232249134,-1.020693851969433,-0.1565824616879983,-0.17238719935462488,-1.0292955843129252,-0.5039526184991724,0.333237612239022,5
A/Homosapien/China/LS341/2019,-1.3614189678500503,-2.6413534328519135,-2.159928418794264,0.16974511836539588,-1.0248077720556317,-0.1623456505859051,-0.17290523625429932,-1.0376540076617267,-0.5075379292306226,0.32749141828249734,5
A/Arizona/39/2019,-1.6653647491493033,-2.72608907926392,-2.390191182402937,0.16931987872271162,-1.5176570994400556,-0.4539648266163568,-0.437828172746551,2.786672599426731,0.4118913574281124,0.20976867394919688,-1
A/Minnesota/44/2019,-1.661433603269465,-2.7158378045149107,-2.373999146714331,0.15980555520387865,-1.5424973842663663,-0.4316160300945955,-0.44946175922695114,2.683623711702588,0.4213538345573726,0.21314795770461,-1
A/Makhachkala/84/2019,-1.5763994669952799,-2.724927999846482,-2.360632654848179,0.18566975444702322,-1.5868277108592068,-0.4195226707768447,-0.4024172021291463,2.6297998046488713,0.47289583247117883,0.15963101209672434,5
A/Vladimir/87/2019,-1.5758170840390242,-2.7258910977733817,-2.3540466133649964,0.18979186744114032,-1.5843609579640592,-0.4846445827979153,-0.4774868848620571,2.6236086059652513,0.4192273335098441,0.18580097320147768,5
A/SouthAustralia/153/2018,-1.6603497436887653,-2.697222467730478,-2.3488160203936705,0.16345939060698056,-1.481017530635993,-0.44486661889095286,-0.4093802325509746,2.4802237697019534,0.37021178544032257,0.18943409193810307,5
A/Wisconsin/105/2018,-1.6624507888309017,-2.7123877605250764,-2.3708501876523083,0.1688629998027373,-1.5227763658235418,-0.4539034564365651,-0.41653480303204465,2.6865678708383207,0.4292601807725372,0.20258060407595738,-1
A/Brisbane/64/2018,-1.449519312800635,-2.598605221684724,-2.0800632637832526,0.1570725025373776,-0.8088937144237824,-0.21854448712744842,-0.13735623858708063,-0.6753064554265196,-0.25254243975674145,0.10755349712374387,5
A/Florida/64/2019,-1.818961855108231,-2.5564567283367383,-2.1698358037663574,0.17277238977094236,-0.7470595398634093,-0.13695507138125795,0.19412162589949158,-0.5106698682317915,-0.1767958133635304,-0.08105865831167411,5
A/NewJersey/48/2018,-1.737166812087511,-2.5559232927192603,-2.147404875636244,0.14387442951193558,-0.7115691737632298,-0.30749810152145823,0.31313214764179154,-0.49299253284115024,-0.15179478706925312,-0.04567730769914377,5
A/Florida/87/2018,-1.7765518853056173,-2.5215341456753317,-2.2978793655743672,0.4807033319668307,-0.8053514607240609,-0.2052754716546505,0.07701117182889784,-0.9195526502618512,-0.028175752421291132,-0.030954532403260907,5
A/SouthAustralia/121/2018,-1.8468942047020285,-2.6089684735688268,-2.181428345908297,0.4234355282451336,-0.6557023951617708,-0.22831743589179815,0.0402329044525432,-0.5342341669814941,0.015326419464305314,-0.06030168876536834,5
A/Victoria/733/2018,-1.845652772641378,-2.60516785810938,-2.171352614586598,0.4179131028175986,-0.6403376599754121,-0.22716730813683067,0.04314412064289438,-0.5338774123586726,0.026521740392600603,-0.06352138982058181,5
A/SouthDakota/44/2018,-1.8457369192464324,-2.6060662164588275,-2.172740367422875,0.41722710101319993,-0.6443739814712924,-0.2285393456872515,0.042098359333864105,-0.5459378469308012,0.018991526214994822,-0.05857718879813284,5
A/Victoria/2093/2018,-1.8447735593439705,-2.6120700972865767,-2.182996680422258,0.4231388399959006,-0.6590423251168155,-0.20896284208290916,0.020660251513872845,-0.5661421673455925,0.02540891589577197,-0.0697768830256225,5
A/Louisiana/27/2018,-1.8123401478864638,-2.540716734894991,-2.154971377986079,0.16884029951222324,-0.7204785771983592,-0.20998167020893999,0.06351048540901144,-0.478882947229702,-0.08455186553095762,-0.021423162565839184,5
A/Michigan/397/2018,-1.8117559874022178,-2.5383633279731117,-2.150792141292573,0.1682008446106215,-0.716337134275474,-0.20836805507611114,0.06522229242495305,-0.47355705059630354,-0.08884357542530727,-0.01983258069451545,5
A/Michigan/401/2018,-1.8174625235747635,-2.5531219805620102,-2.178674999426061,0.19937747547919113,-0.7907837066449217,-0.2316255685650804,0.05410991408824186,-0.45185573933075357,-0.04671291379305018,-0.02622102180915872,5
A/Moscow/1/2019,-1.811015127638343,-2.5405811575170807,-2.1475876831832243,0.17266358961151676,-0.7150698257479872,-0.210853111952662,0.06942791631356794,-0.4717309842273187,-0.09114991888955622,-0.014404703672833098,5
A/Minnesota/42/2018,-1.814390079208655,-2.551649936508545,-2.1713315029315323,0.17131906671514666,-0.7490461794323535,-0.21851795951144748,0.07112081043555803,-0.53158006764871,-0.10604003473550491,-0.014801347522746392,5
A/Perth/90/2018,-1.814528675363274,-2.5365219506784435,-2.17262900518901,0.18124321810121172,-0.7309220401460428,-0.21098663944890217,0.04486418340361962,-0.5428939413050426,-0.13798600552018636,0.045285737806190406,5
A/SouthAustralia/12/2018,-1.728738885043073,-2.5514595974111645,-2.137576057670156,0.1601903373842304,-0.7322341848804802,-0.28565006693072614,0.08033718088116266,-0.5509875734285337,-0.1513589079675525,0.029499114646443256,5
A/Victoria/2038/2018,-1.7332317601972484,-2.4119198786130034,-2.1828686510883872,0.20375590118949338,-0.728003774961115,-0.15628095549252644,0.10726509043480863,-0.4674993344528538,-0.07038900652119214,-0.010658277322371243,5
A/Victoria/721/2018,-1.810362704797944,-2.542356575559534,-2.1587254727847487,0.1628664405223069,-0.723385789833737,-0.19324864163654804,0.047189592970081594,-0.4552876627599098,-0.07440416531803927,-0.05726548734541454,5
A/SouthAustralia/167/2018,-1.8209577968484725,-2.573618758858128,-2.2122272989259786,0.19937467470156042,-0.8352612850075382,-0.2502919881984725,0.06033401355605862,-0.5189169883342798,-0.044142242541622995,-0.028193634605030007,5
A/Minnesota/58/2018,-1.82476929603179,-2.581893271018977,-2.2297436571189437,0.2013721401634606,-0.8913905147245003,-0.27135295176277047,0.06050597665942682,-0.5621766811477996,-0.08046886849956496,-0.03092064183124628,5
A/Victoria/1004/2018,-1.8153465773444142,-2.538820214037896,-2.1842982500997583,0.18415572824514212,-0.7478467760238375,-0.21957123280087917,0.04634326653877614,-0.5723332504450969,-0.14821932524335577,0.05710039176955356,5
A/SouthAustralia/179/2018,-1.8606934034275413,-2.456103714488165,-2.2053810077180187,-0.0021345774618158537,-0.8715082954384344,-0.1637461793873412,0.23270646860047825,-0.14536294524853463,-0.9663028079196782,-0.3032483603363569,5
A/SouthAustralia/1028/2018,-1.89072239546042,-2.4862413884458965,-2.0934240696368436,0.16191289199564476,-0.5457738393424845,-0.1379841723893896,0.02465597189805457,-0.3300604669645844,-6.110531117188212e-05,-0.03120636100450629,5
A/Victoria/722/2018,-1.887996340972508,-2.4831866687092714,-2.086849608589202,0.1607298296908341,-0.5381244728054515,-0.14104376071153413,0.028169922767262313,-0.32037028647362487,0.00012544638634725617,-0.029531289238004663,5
A/SouthAustralia/174/2018,-1.7105924749191568,-2.511837333522812,-2.01104651200477,0.0923594478351384,-0.5231088854072421,-0.03963023524399167,0.07044628601029017,-0.3466313517970543,0.1486438336623192,0.22920199701393004,5
A/NewYork/40/2018,-1.822893664703445,-2.5484575315016005,-2.224680596335184,0.1804485906063003,-0.4975317342933198,-0.2131688597171061,0.028587517482452737,-0.4856319568206451,-0.12397350244369135,0.09243801126448241,5
A/Townsville/23/2018,-1.8221522682133078,-2.5577319878971987,-2.180291127570882,0.18811951254362566,-0.8051644072774765,-0.22636304483053082,0.07671983429536655,-0.6235053179098374,-0.1501175691243531,0.013724925916647337,5
A/Massachusetts/14/2019,-1.4635151584763102,-2.635315432193798,-2.1606254953989774,0.17564704491210795,-0.9536957718476423,-0.2588296358754439,-0.053933674707965736,-0.8941842856773632,-0.19846273349061969,0.11828877446436162,5
A/Wisconsin/555/2019,-1.4549513678526493,-2.617848553890249,-2.121832537175048,0.13521767367262616,-0.8575157666000742,-0.16984677483476518,0.015415715139943756,-0.865896026109981,-0.21992992810143053,0.10044240435711368,5
A/California/96/2018,-1.8102114491814865,-2.538575822752191,-2.1636753373111417,0.17766951618970336,-0.7350303297073743,-0.19389395987228406,0.11959823889083616,-0.5018875361932252,-0.07916006206544526,0.12522591802788424,5
A/NewHampshire/24/2018,-1.8150763578621838,-2.559573066251907,-2.1863644619676132,0.17316699152257653,-0.7705673044278689,-0.23069165016474535,0.08019333934076606,-0.5556872457884567,-0.08939406620406493,0.0073410300526883,5
A/Moscow/119/2019,-1.6700770985164561,-2.729678928154568,-2.4064327724444685,0.1967787977857184,-1.6148904958202213,-0.4840424768989064,-0.42338782258627805,2.7370742000756425,0.4680120791189688,0.2029485763424462,-1
A/Florida/94/2019,-1.4121629638417252,-2.2255732191826594,-2.2639019672254483,0.24912788179181375,-0.9245244418518271,-0.39697913228016285,-0.1675632967207109,-0.9873393468712054,-0.39632598132353153,0.3263884483739855,5
A/Brisbane/115/2018,-1.8139063785614873,-2.4813392691553555,-2.0422511696352275,0.14396577222905127,-0.4673567396945888,-0.34651603279883203,0.19016666735616974,-0.47534110207452773,-0.03949259573897461,-0.0015425629347581844,5
A/Brisbane/67/2018,-1.8115510259589582,-2.484791175211126,-2.046559796795957,0.14297789740095862,-0.47862726930472815,-0.3257211468851074,0.16736587913693796,-0.4884670718731434,-0.04980479024370235,-0.0007414846814258713,5
