strain,mds1,mds2,mds3,mds4,mds5,mds6,mds7,mds8,mds9,mds10,label
A/Seoul/A02078/2016,0.32887404467570064,-2.1705002889851235,-3.038162700114114,2.0780344542969877,-1.842148719043891,0.8756735653723864,-3.2778903804426847,-4.551678791560996,-2.384049813319624,-1.4406286987383339,5
A/Ontario/040/2016,1.7559596773710675,-2.720206160426817,-1.9517905649701568,1.4593181996846794,-1.544616308436511,0.568686236496944,-2.9968553194158916,-4.603972510201045,-1.8983681630968567,-0.6660583510102447,5
A/Ontario/045/2016,1.7495190965992924,-2.7210569496694545,-1.9475879339395896,1.4624201650174984,-1.548668239426897,0.5645353363137929,-2.998335675587354,-4.606471460467231,-1.896527762253676,-0.6690820164375857,5
A/BritishColumbia/120/2016,-0.25171171445766566,-2.3112125565618626,-4.090455590582246,2.8105503531553895,-0.9571292789172962,1.4342416525821546,-3.6987508744098605,-4.836384786284283,-2.2746726866084277,-2.1124222760119733,5
A/Japan/5887/2017,-0.1448626735283059,-1.8709122991825324,-3.3255945948528507,3.020850571735886,-1.6919083487134,1.247973228265422,-3.824188230691081,-4.924654200915545,-2.7639068887955625,-2.407354006855759,5
A/Ontario/231/2016,-0.5980093325113315,-2.1875282951281987,-3.264869016463296,2.5872003875741014,-2.0144345136972976,1.2378383087505815,-3.526659301133034,-5.489520697333258,-2.061249637085208,-2.2808284552847886,5
A/NewJersey/NHRC_93422/2016,2.9840612938107425,-2.762416011585317,-0.16218273955452817,3.430261423703211,-0.6152043220844361,1.3114592455799507,-5.557653409474602,-7.9200861463543815,-2.3845566254366455,-0.8863184634394348,5
A/Ontario/031/2016,2.453569725746074,-2.806766769931454,-0.7222351755377233,2.584311662745952,-0.7854830391063402,0.9067298510340484,-5.009345656664236,-6.994141154696374,-2.189632985804107,-0.9169887763673107,5
A/Ontario/233/2016,1.9522676631481077,-2.876152655909342,-1.3212310768433566,1.9984945426210954,-0.9429365814070629,0.4668928929467739,-4.437630326905619,-6.026450047524241,-2.0257135562203574,-0.9036896765481942,5
A/Ontario/068/2016,2.246245545696621,-3.034693270359055,-1.050993259764843,2.4286366451202204,-0.5963777694804783,0.505383086480286,-5.120301780305727,-6.897484686524721,-2.1283887308263667,-1.0099130434697372,5
A/Georgia/NHRC_68549/2016,-0.37921317897680085,-2.1650880038304527,-2.868034025126126,2.4145066838155618,-1.7472359365876733,2.3058474172497556,-3.7350461402751236,-5.038698558736032,-2.589201662321969,-2.3894577300977704,5
A/SouthKorea/5699/2016,-0.5241070268951215,-2.2552749417874365,-3.9345773548795067,2.946420420158651,-1.6590348409761178,0.6606212111658177,-3.635503480014164,-5.267638038444786,-1.8997636612094115,-1.8837138195200194,5
A/China/746/2016,-0.6107323576519955,-2.0330789713265967,-5.13064695171212,2.0129699352676567,-1.9703189208660818,1.7921135166890134,-4.000292888762442,-6.42628803935471,-0.12435711921726639,-2.8128706781124433,5
A/Japan/5729/2016,-0.9543299248630597,-2.749828575699199,-3.3209437653989666,2.0764050905567655,-1.8109831581560483,1.5685360825770118,-3.502012179017015,-5.440864499756187,-1.5657899284175791,-2.162848988920046,5
A/Ontario/049/2016,2.41233173760451,-2.3962607821603483,-1.847744650742823,1.4042463382226023,-0.2524963477120304,1.1232498533270727,-3.250016853209117,-4.2641392275673695,-1.1454658629880345,0.09453018230070839,5
A/Ontario/051/2016,-0.8461672847874996,-3.8465261339958037,0.19130757569647872,2.4070906111019092,-1.0203912055433981,1.0450508269076308,-3.3350252775482634,-6.175472434261482,-3.3459751988182633,-0.3765382551444366,5
A/Basel/USB001835.4/2016,-2.623000425813137,-2.6406673182482643,-2.0646902512726326,4.5489809898423506,-2.0980440317490596,1.7443637695580532,-5.138813838581253,-1.017937784313414,-1.8846086062072533,0.0011051885969802402,5
A/Basel/USB002767.4/2017,0.5812330444970831,-3.0094165199523437,-2.2022696302292792,4.180635746417837,-2.089181689263827,-0.01705832854299358,-3.7598823248046442,-2.481858353681336,0.7077746682007456,2.8561101493643997,5
A/Thailand/CU-B16825/2016,0.9527431084244694,-2.0696500041480097,-1.278744543679388,1.9521840627295024,-1.6234564791054678,0.6568368470408574,-2.853467377481821,-2.1937302761042123,-0.49981307590911417,0.5277532011562697,5
A/Thailand/CU-A2160/2016,0.9746102159350595,-2.415573217575116,-1.0706791969607763,1.5406274464727179,-1.2709249211519358,0.7729649408044775,-2.7860298362690803,-2.222663464962609,-0.6305974373126165,0.2544356825320903,5
A/Thailand/CU-B18053/2016,0.9661663882512553,-2.3608026743650394,-1.028332462826761,1.482835752730529,-1.3597019885397896,0.8987959301315064,-2.9071750680070183,-2.2018854603502422,-0.6310418673959808,0.143681280274228,5
A/Thailand/CU-C6513/2016,0.9389953113568473,-2.08082129124783,-1.1510890954527424,1.7366629083961416,-1.6730566233044337,0.5951027616289253,-2.840549960111865,-2.205214849723962,-0.6534075207740265,0.41040707062781634,5
A/Idaho/5447/2016,0.6910287612049657,-2.5716119949789715,-1.4385578932267344,2.6378485598214527,-1.9604626578500828,0.8425644675183612,-3.1448117827544984,-2.3986400605270237,0.257389483197802,1.410359982014018,5
A/Thailand/CU-H3756/2016,0.9581278398824168,-3.0286585964067783,-1.7616839628168228,1.1366821042860105,-1.4893159714633972,1.0819455976090515,-4.076108477748432,-1.9517606634620075,0.0045501152132425456,0.8918709610198766,5
A/BritishColumbia/108/2016,1.826360928986388,-2.516684762285329,-1.0905210507156124,2.0141073942927896,-1.3544834807055868,1.8442914775777852,-3.8561148932176366,-1.7696811464626576,-0.8710051450787638,0.7808600389938702,5
A/Washington/49/2015,0.7069168111476585,-3.353696148387023,-0.7998251059454868,1.701705510648028,-1.4792904195220555,1.5665017985140837,-3.247835539010814,-2.743204013452712,0.06869506065550923,1.1696673176098291,5
A/BritishColumbia/118/2016,0.7631360557166468,-2.6990969213801574,-0.22685835782755634,1.213160985356745,-2.588814741591722,0.8766776324311697,-4.034104670044754,-2.166449339691754,-0.8767029797201908,1.0560081856530423,5
A/Moscow/CRIE-08/2016,0.9557471209922905,-2.4507171857569965,-0.31614123184980836,1.3076585444047584,-2.612746779589072,1.123103427745012,-4.178090802963954,-2.066233230091361,-0.7935647980443638,0.9190385873727911,5
A/China/71516/2016,0.17028880539998603,-3.12245107526951,-0.504893750486064,1.997458667613109,-0.7601539069838653,1.7275596665802366,-3.58441268391625,-1.7471586347127444,-1.456389233382384,0.8744557357929957,5
A/Shandong-Zhifu/1185/2016,0.8498184961120048,-3.3374199930023307,-1.4080896402862868,1.7096722277207799,-0.7205308054482923,0.7066192744145314,-3.70520246027986,-2.175704724770352,-0.44320493994164717,1.3953693095965582,5
A/China/70793/2016,0.9313741293575797,-2.303187973697514,-0.9575398058169705,1.548426058306665,-1.4611091073307563,0.7568250157795964,-2.9263120573510575,-2.2154617024479966,-0.7704652607181806,0.2218233293808111,5
A/Thailand/CU-H3742/2016,0.9332276655618232,-2.323924439219304,-1.0155120066254717,1.5406827134093048,-1.3687402898580887,0.7171621876660172,-2.9549171848863476,-2.209120407209384,-0.7727216265821574,0.23648564823985138,5
A/Basel/USB003329.4/2016,-1.511132392979583,-1.976610852324376,-2.784465370829062,2.9751578502047793,-1.996904110219042,1.4177167307823564,-4.2747924729674605,-1.3246266840965708,-1.1501944330454335,-0.40092313676325325,5
A/NewYork/6003/2017,-1.646455876741767,-2.035218063173303,-2.6911994993246657,3.2659920184147353,-1.980632252757161,1.4162984587945722,-3.996911053666924,-1.5026805701441042,-1.0688018725361952,-0.2482039555902357,5
A/Israel/R147/2016,-0.6279829498526474,-1.8938168767906542,-2.0291353439877606,2.172797756773891,-1.8409653491065032,1.33978223648235,-3.1309889727419353,-1.9730283866027079,-1.0854708246724456,-0.4589715909924454,5
A/China/71517/2016,1.8510421686946266,-2.737465446254623,-0.3344528015634393,4.4383252122314145,-0.9167888623164085,1.7568416596904144,-4.33036089273814,-1.20721782251935,-2.309517513117626,1.7068010855039375,5
A/Shandong-Fushan/1416/2015,1.6049088572978063,-2.511555753652989,-0.7569565081370246,2.743274562163591,-1.0994475876173138,1.6408652289375179,-3.483221236299505,-1.745041476148867,-1.34382734481493,0.7396729327809762,5
A/Thailand/CU-B15149/2016,0.6868640810882533,-3.0851534647023624,-1.6913809018908508,2.3326205060795813,-0.12029065580719048,0.920071691620379,-3.619058135080717,-1.6680723819910797,-1.0750880694013074,1.046980629941767,5
A/Thailand/CU-B15317/2016,3.0235053670525986,-3.412135584629548,-3.8865193755624703,2.2515487913815573,-0.4039377398755417,3.872312120629385,-5.485702980659812,-1.4050649767604406,1.3042518052509402,2.0642532151900648,5
A/Japan/5123/2016,1.6707457424241112,-3.036923848304599,-1.7950721650614876,1.4172726405678508,-1.2955021731480365,1.9696957085420235,-3.5611459454482444,-1.919883740364574,-0.11257449867970892,0.8823813294022012,5
A/Thailand/CU-B16161/2016,1.045955109040876,-2.7639381033698887,0.0023112398686846616,2.6563250048938962,-1.7281039150092496,1.2048758744263715,-3.264198091446684,-2.3371800449013156,-1.2345377253107044,1.166612935813014,5
A/Thailand/CU-B19094/2016,1.4363771494067814,-2.6816137741027317,-2.885009714089728,3.7538273526783943,-2.0956957864323003,0.7984543724622374,-4.108101824108803,-2.0498760603704467,0.9653935751033489,2.6025264033302578,5
A/SouthKorea/5482/2016,1.1148865008310207,-2.6942464128772317,-0.1861694663904361,1.9250038261019307,-1.2818308358982917,1.5904059290964199,-3.927410219670022,-1.8026689243801104,-1.6559052246628996,0.6299368548290849,5
A/Shandong-Zhifu/1382/2015,1.0045082067801574,-3.6296119396228597,-0.0679241500143629,4.757854497000242,-1.695790117144245,1.0929529169504701,-2.7111467608900517,-2.88688563303227,-0.9390344194569195,2.7545570610994865,5
A/Varamin/49785/2016,1.3619663128991546,-1.1334351245018481,-1.2406613595448803,0.6334671646252371,-2.129649091563082,1.738938034964606,-3.3265002411649807,-3.4109119080629307,-1.5786685477452507,0.6272626811364718,5
A/Shanghai/10/2017,2.6274866840331295,-2.8626746528673537,0.11525311297416693,0.644478573625409,0.028257700524905935,3.501080804375153,-4.3182801752220294,-0.14670411182825466,-1.198014184373401,1.607030072339194,5
A/Thailand/CU-B15712/2016,2.0865540636943027,-4.282449904851897,-1.390489059079205,1.33827247552503,-2.3647945511866197,1.4805378082642349,-3.512899002166402,-0.868042883651793,-2.380646916527174,1.4820356009890925,5
A/Basel/USB002045.4/2016,-1.930722414940339,-1.9008285953332187,-3.59582317742625,4.01724174137354,-1.743303602719453,0.0981033489638597,-5.774399626026122,-0.6692931500115804,-1.6839180076998839,0.362205029118521,5
A/Basel/USB003013.4/2017,-1.2905380143908292,-1.416686954405963,-3.965429759487112,4.476501786642897,-2.0812944858273887,1.339949603226967,-7.57082190659305,0.5640540730247182,-2.399464353500445,-0.054805056548707994,5
A/Xiamen/s200/2016,-0.23141337236604,-1.1805021486063276,0.01917109124206629,0.5549629188635126,-1.7658180284371179,3.21528707318738,-3.78521257093934,-1.918963124867167,-1.5864224201337562,1.8526362128071678,5
A/Basel/USB001461.4/2016,0.04693119766409995,-3.9683046285140304,1.7416581994748273,1.7995948133335393,-6.043207929082805,2.8183444021506783,-6.960344524210592,-2.81456066805784,0.37625934701892777,3.1250807925023563,-1
A/Guangdong/747/2015,1.2927492321983869,-2.1834582191943857,-3.8632930786725836,-0.7068789523009807,-2.7041190084833087,0.4844618997666293,-6.668132626500571,0.0741995372260045,2.386777011778782,2.0600787573429296,-1
A/Guangdong/264/2016,0.7877680186386666,-3.4393802950861643,-1.4745840592132131,-0.4904783549878107,-1.6153847838278341,-0.6902444375785961,-5.759691616768184,-2.306785369327711,-1.320185038527182,0.7766424497125921,5
A/China/71518/2016,-0.8406251276927582,-4.565479287943294,0.22891096341824022,1.846067306959206,-0.4861982415431444,1.7571515344391855,-3.249077476927211,-0.8904853745054073,-0.8293974153852001,-0.3582671135357435,5
A/China/72935/2016,-0.3076580209710783,-6.030888016482125,-1.214679457051645,3.6067505262364348,0.7569036610477812,0.8849632449406079,-3.8861869003570373,-0.6094858792815131,0.11998347460119477,1.673406414286476,5
A/Shandong-Fushan/1257/2016,-2.943597367674297,-7.457909836858243,1.5235448809996928,2.2849511379692955,-1.7214462095928937,3.9278207649062526,-6.6495842319194765,-2.1663937642303472,-0.7175357536286775,4.402237540718999,-1
A/Tehran/50179/2016,-1.0959716535743844,-2.1192748677196285,-0.22611184498872264,-1.984495598150563,-4.537280137833714,4.886038341381801,-6.875469803245597,-3.447703873032739,-0.9013549886552026,1.322172363313639,-1
A/Japan/5684/2016,1.8113346184607615,-6.1732101194197915,-2.8115284996835386,-2.717222551838154,-1.6322252493434064,1.0807614724296886,-8.579636702626159,-0.8228797724376737,1.6589355276314641,0.017700940819539365,-1
A/SouthKorea/5744/2017,2.826448274245357,-5.6004882956738635,-1.585339846618131,-0.624784103081781,0.7677421932527291,1.101557326593331,-10.642393652421555,1.8016150002894176,-3.160527361032827,-0.09781666462667842,-1
A/Firuzkuh/49748/2016,1.541062461589978,2.9916795615283385,2.2326665284158094,-0.9086636639158397,-5.1617778828383605,1.5895090638953813,-6.904000184442908,-0.6500462929849842,-2.649712698638164,-0.08925851768262706,-1
A/Basel/USB002043.4/2016,3.922892123189664,-1.6309982435511863,-3.2096045332789864,3.1624978326281608,-1.908737504588547,0.11250508845982722,-4.53414674324558,-5.4538662973323175,-1.6315839104355272,-0.41080864896789454,5
A/Japan/5685/2016,-1.6546880771851253,-2.364578215810202,-6.557973969000757,2.167279239874819,-3.3871666455040867,0.6343098697899309,-5.781573836703296,-6.017449664569392,0.7746788413437996,-2.5928695287552213,5
A/Basel/USB002044.4/2016,-0.5203077433286099,-2.6021711165755095,-6.089882327468247,2.927560086803434,-1.3481302255980334,3.888822228663309,-4.777040585836962,-6.270609705896415,0.312678545857435,-3.631996869980257,5
A/Japan/6111/2017,-1.3078719981693738,-3.159156229177975,-6.623346519997273,3.96300779536059,-0.8563726426592217,2.194749889011206,-4.394389888931267,-6.4576522694956,0.5145562776472506,-2.632652951048177,5
A/Thailand/CU-B19263/2016,-0.42704872915922454,-2.016178722579786,-7.1319160192044,4.781309996340915,-1.4848029537042995,1.707305243632213,-4.592279586534195,-5.976714121544371,0.40118792516561375,-2.070584313662815,5
A/Ontario/244/2016,-1.3870730316194744,-2.9790342284735876,-8.063602978722104,4.790516207324558,-0.9441014297267295,1.8407008907337343,-5.347959845846673,-6.524100903481642,1.1463192019234252,-2.7155041030050384,-1
A/Ontario/246/2016,-2.411794038077293,-2.9830633591362434,-7.556945590305787,9.674485010819145,-0.5037544678550421,-1.30200639918754,-7.75740129854129,-5.693921138647269,-2.0113398013508887,-1.653940158805811,-1
A/Quebec/152/2016,-0.34354748204572705,-4.076813870129975,-0.5803676194657759,2.580946964443102,1.4244401103283268,1.7181671841022075,-3.229989662852015,-4.249913222268614,-2.713515680431348,0.8764711325786011,5
A/Ontario/047/2016,2.1789570181072997,-3.2311427991557116,1.1567213644638783,2.725302349016384,-1.9191263515868393,5.0317661505438664,-5.780118703839268,-1.1080459288275415,-2.4547035226925953,1.2174451727983227,5
A/Israel/B5990/2016,-0.24104038534365038,-4.705852293870953,-3.2324634060436908,5.46157264379172,-5.014680226753347,-0.26783924686329796,-7.737142654253316,-2.496097859505038,3.1850207236168466,6.815000541530915,-1
A/Japan/5603/2016,3.8943838783828815,-3.3733979941480654,-2.5399143275477507,-0.1657120023250198,-4.1032981306888425,7.318685328797069,-5.794866731045041,-7.821159845034002,1.7865621454860194,-1.8296369223257984,-1
A/Philippines/NHRC_MCY0131/2016,3.141351273704275,-3.0591475043651166,-0.7493772124743383,2.140302066831517,-1.8144353424132509,5.653417680602187,-3.5334696878053427,-6.9671418819042925,-1.2310938963743814,-1.7892410927176625,5
A/Japan/5063/2016,3.377348375430366,-3.8258624777388452,-3.670505514319847,0.3705819598247985,2.1144612620494123,4.867700871663983,-6.62911993334578,-2.30992742151935,0.9343627330055757,1.9738492686315836,-1
A/Cheongju/G03554/2016,-3.373295480767765,0.17035441840014112,-2.9953319798885283,3.742157518435617,-0.19238498172515853,3.05179554872953,-0.2327001437482999,-4.537710553090527,-4.88593759804191,-4.176880289854339,-1
A/Alberta/157/2016,3.5574905304395807,-4.419168302214637,-2.6546033560242943,0.9318779645767487,1.188863923029172,0.5976924105597058,-7.979989325340718,-9.306049235721304,-1.526388799848952,-1.4635270787561172,5
A/BritishColumbia/152/2016,3.2885911537254064,-5.177938444546506,-2.9240771144252706,1.1926831740771167,1.2576147975676017,0.43111204380837564,-8.197698970864723,-10.938659010668902,-0.1642731870329044,-0.8611651546144161,5
A/BritishColumbia/021/2017,5.394774448203935,-3.605890497444757,-2.337005656468027,-0.07962272219333856,0.3192951855801163,2.502730363414053,-10.533228039743078,-10.300260681088893,-1.455337868727468,-2.8700307474641047,5
A/Washington/5751/2016,2.7712170737609014,-5.977453546436774,-3.983391932733615,2.563438084758377,3.8709364019911696,-0.5611435800618503,-9.76162053453961,-9.719878174250098,-2.0858825218819974,-0.5960369679535011,-1
A/BritishColumbia/030/2017,2.325923048768317,-7.020783042492421,-4.022381085698457,2.370536114619107,2.6021078004976848,-0.7967227513583425,-9.46700982265196,-12.339418164528245,0.8045793477433467,0.12407010355853385,-1
A/Ontario/242/2016,2.7343854114120547,-6.496741442803143,-4.393286418377478,3.2166365015727267,4.780238471424507,-0.40513364676379005,-10.085283486985578,-10.705029293261699,-1.6267326126912958,-0.8106122902332209,-1
A/BritishColumbia/133/2016,3.5523268195463156,-7.659353268928081,-2.1936041667145747,0.7345898476441297,1.802314439020322,1.268471105281126,-10.882069191766735,-13.236762308833386,0.8454529558043355,0.9660924903818386,-1
A/Washington/5804/2017,4.301177635914981,-5.08413861982093,-3.7927719878187474,1.2907976307612832,1.975963235408361,2.6056221595164986,-9.44637202707817,-12.574287161149869,0.8919039014418902,-2.608217198576463,-1
A/Basel/USB002779.4/2017,1.732223108789998,-4.41496709510716,-0.6724218556100336,-0.8861789649508202,-0.7053409659615407,0.2242163044370151,-10.032948163442017,-9.773814921918804,-2.465030696994745,-2.500015965204658,5
A/Thailand/CU-B20992/2017,0.8542456097776613,-4.579558690631007,0.8130051272160184,-0.4355630518390397,-0.08082720789098741,0.835610514455602,-10.32379191077047,-10.78289139070422,-3.5501507313017213,-3.418554653962432,5
A/Thailand/CU-H3780/2017,0.7286066470790138,-4.612890276536711,-0.8361619055943756,1.961844982259943,1.0419455474061163,-2.476919708068312,-9.640335531327414,-8.952875054638676,-4.414711975526434,-1.1547575571629003,5
A/Israel/C3673/2017,1.1763278697891613,-2.6174883171038412,0.5883669994749022,-0.10161697061144849,0.28351532865963314,-2.359873924707246,-7.808701526883486,-9.422143044928653,-2.4870185807390737,-2.812970082483824,5
A/SouthKorea/5852/2017,1.9084433473666476,-3.9614467845733676,-1.2199130612633564,0.42783267580640777,-0.8542974408611637,-1.3006247916302167,-8.58115353717118,-9.490145858757776,-2.1052549267190916,-1.7194259646357355,5
A/Basel/USB003504.4/2017,2.1210093716411906,-3.4324218885893347,-0.33749139436310843,2.689506400579817,-2.171959170378766,-3.9983894247201106,-11.171329824342335,-9.88102479253151,-3.627438314245765,-0.1213132964071301,5
A/Basel/USB003516.4/2017,2.396918583938092,-3.5922537620521777,-2.7440027923865125,2.5361753219997167,-1.1037826200278393,-4.328832257025366,-11.422419744413542,-9.570356082878893,-2.3718783780358574,-0.21362672523347556,5
A/Basel/USB003509.4/2017,2.47567875831599,-3.9678424774925367,-1.8945784003774533,2.816990040189817,0.055671640795012294,-4.004446602233614,-11.550368161814202,-8.973331753260858,-4.028920818633053,-0.5272198794875452,5
A/Thailand/CU-B20852/2017,1.1497896735585946,-5.047164735916072,0.010508976855269438,0.6062705334475232,-0.34170203195609855,-0.07207117197673468,-7.095525780925549,-10.423881715085558,-1.9838983043321432,-1.653019260275068,5
A/Basel/USB003298.4/2017,0.7890904065414321,-3.836147356174287,-0.34330409390043254,1.2377898226113353,-1.9315867352541196,-3.316142692729473,-9.783736506998046,-11.996082970811013,-1.700785962427439,-1.3037605128992555,5
A/Basel/USB003327.4/2017,1.2683190787742724,-3.690210711793647,0.30773658416922633,1.9892136820702218,-1.2939967256643536,-3.465054009913742,-10.208098184832544,-11.22000254194144,-3.2531864094132588,-1.0409107899381187,5
A/Basel/USB003315.4/2017,2.1610608798779953,-2.6897800052825054,-0.9323040280914452,2.1627187407523083,-0.030204359755347576,-3.633268804644745,-12.608902949187403,-10.009576205694657,-4.901450382814546,-2.107654342303387,5
A/Maryland/6636/2018,1.209368902334576,-5.557198165308876,-2.5381197530181256,1.2419078768258394,-1.8399131356619283,-4.515217403015621,-8.473221077477591,-13.035621890938923,-1.5652363774552125,-1.0018577192467215,-1
A/Japan/5884/2017,4.8237344226323735,-4.434967339781898,4.846483280989038,5.116838749826309,-0.0868794449167501,1.345220561865677,-9.733714432626263,-10.621158844352788,-5.1362604035248465,-3.6950466438809095,-1
A/Seoul/A02063/2016,4.450049130918735,-3.092874811794241,4.539753048602343,9.000390219487587,-0.06684183546803706,3.69519057134616,-11.019668109702998,-11.021538545388868,-6.308156231236687,-0.34703437917624197,-1
A/SouthKorea/5915/2017,4.852172327162701,-3.326263486770497,4.020462345179519,8.920405639567813,0.8938872701094472,4.634475370013157,-10.833628772577816,-10.92822581522695,-6.124774906372509,-0.6903579065797534,-1
A/Seoul/A02071/2016,4.123271502771128,1.0267474145812052,6.763515698347571,7.010622332561654,0.37069565725964554,3.3322788139831943,-9.91561815889644,-10.4907875810104,-6.645911126609136,0.9754837719794157,-1
A/Basel/USB001560.4/2016,6.5659989987792,-3.3766139845644663,-0.6812212922697917,5.682082029896656,-0.3416116088315191,7.791241217845942,-9.944012807017428,-11.866675046949368,0.4577054270579698,-1.1846351636646564,-1
A/Basel/USB002298.4/2017,5.48178935500108,-2.069816283922305,0.504652157069934,6.009175603367198,-0.020260457235619436,4.017855037704545,-7.933290732563363,-9.113984424649841,-3.3152502525062113,-1.3585520094463805,5
A/Basel/USB003531.4/2017,4.376626556755303,-1.4420349314810008,0.45319068245391664,7.752565487060328,-0.26825841153864144,4.807923433018733,-7.535591274017048,-10.69436365551054,-2.4053329085946444,-1.67307371367111,-1
A/Basel/USB002572.4/2017,4.791324545334762,-2.035286404641701,2.39864865495427,4.833318714638076,-2.5979706981270416,5.172168511211906,-8.495282180318972,-10.941676570635025,-2.260979178221967,-1.956257267648488,-1
A/Oklahoma/6009/2017,6.092587121509551,-3.04406961661679,0.9156009219793171,6.941045442454174,0.7783201033087908,6.278896578516362,-10.090797434203981,-7.5608696423448185,-3.4239834413898342,-0.6893184240337468,-1
A/India/1728590/2017,2.141118495659717,-4.163856362085539,-0.8944708459466837,0.7614200837144209,0.05817958419137429,-0.8189730078046511,-8.514471791859645,-9.229780343132132,-2.9218509073429986,-1.8744949795793833,5
A/Shiraz/1010/2015,-0.2988426511265346,-7.222816788939872,-0.47045157406036653,2.2177194351143092,-1.9911261847757622,-1.490472459012786,-8.921055356303567,-15.79572133244376,3.3338662016550433,-1.0382745275795984,-1
A/Basel/USB003324.4/2017,1.0011032630392056,-5.53937385775239,-2.265213263195481,-0.28178043726724467,1.0026346729356235,-4.070822779535794,-15.516146029202403,-8.064479047157986,-2.55392830250836,-3.6538628497836805,-1
A/Mexico/SAR30012N/2017,0.451468355488146,-7.312644125114671,2.1314598610171838,-2.1014684771119008,1.4797186019647453,1.905823587532592,-12.472313980903829,-12.478285630530422,-1.7813673194171775,-6.671928367936432,-1
A/Basel/USB002128.4/2016,0.8354123545454765,-4.9220846268765275,-2.147469386609533,3.992121393222023,-4.413343151768016,3.568541646889255,-12.090443141860806,1.491904956915121,-0.45115040836529047,5.42819493653844,-1
A/Thailand/CU-B18031/2016,-0.35757124452873307,-5.222980692263451,-4.80272867470089,2.740800266441356,-3.1227165974152857,2.344500378194809,-10.282038970557677,0.39121005188233043,2.022330541800775,5.002476731731456,-1
A/BritishColumbia/028/2017,-2.553601807389675,-3.702843413182535,-3.6027080195796946,4.437337173674766,-4.497563475244403,8.948560426615682,-8.426779264588216,-0.8929913738699887,1.6322597366393257,-0.3901386008626304,-1
A/Basel/USB002991.4/2017,3.3863588422819437,-5.9236906564289304,-5.141875271230195,6.624704861211478,1.128210865282668,0.47144781488639786,-6.373575194406789,-4.424669569857537,1.266112261869685,6.733267322866331,-1
A/Basel/USB003500.4/2017,0.6964395921230835,-7.555931623682601,-4.017125734728164,4.70980990908692,-0.7225630228395176,2.3116150026684092,-6.780897390734617,-2.935000649641443,3.907213091903631,6.644149976279003,-1
A/Thailand/CU-B14944/2016,-1.1518168560247948,-1.4563161793095984,0.047552556058729,5.546139341290818,-0.05502563145754736,7.722230565615369,-4.232817343026969,-1.5406643239847932,-2.4045724523770886,2.9302994914431593,-1
A/Basel/USB001469.4/2016,-0.20520111759055593,9.528534306976875,0.22041846638535478,-5.282098374832332,6.62909371047649,-1.593163177353496,3.7373054046524103,-2.753065984083534,-0.5932823804827001,3.9378826824485293,3
A/Basel/USB003318.4/2017,0.005065033807897793,9.510037331390928,0.08194260157410564,-5.246313765948067,6.5757318505332485,-1.568182911524945,3.7864079511230817,-2.51792836205097,-0.6238732787004201,4.185548733533539,3
A/Thailand/CU-B16712/2016,-0.12955606434280093,9.646368979474499,0.020195459143802393,-5.236672171776716,6.60754399327554,-1.6456521571218787,3.7039489073703686,-2.598731302496385,-0.6446832137480054,3.8666433648816763,3
A/Thailand/CU-B20929/2017,-0.007769385226497039,9.54600428637027,0.02377933182468575,-5.6475047719250755,6.575393661933906,-1.5683139766786356,3.716764571419676,-2.7543932845279153,-0.5140410476496272,3.6634960533649794,3
A/Thailand/CU-B16949/2016,-0.03523457426779893,7.788176349051651,0.1643777625962814,-4.204569066049366,6.292827349330286,-1.7843033458297146,3.510103070433303,-2.6452069562042593,-0.668449023933444,2.684831464650367,3
A/Thailand/CU-B18041/2016,-0.019727970225375747,8.33557163486872,0.09448999165149476,-4.301015187430592,7.202053539960644,-2.136629606376985,3.9654569118532956,-3.2149422030889365,-0.7790022170417223,2.517979755274945,3
A/Thailand/CU-B18308/2016,-0.6675273334251273,8.523337691274845,0.0762336956091337,-4.046821673829675,8.762603339490843,-2.7550878186776484,4.047663869763917,-3.242290162110295,-1.5336287266944553,2.560430630533076,3
A/Thailand/CU-B19865/2016,-0.07489237022845077,8.877318609013107,0.5457559279020477,-3.7779894715973055,8.277905593993667,-2.329378810838631,4.7349992416185716,-4.300095195064346,-0.9173626799333814,2.1191815296565286,3
A/Kostroma/CRIE-143/2016,1.2624571661380497,12.047815219711111,1.5710004843742034,-5.926435678312609,6.287352743020972,-0.6758399267277384,4.650464974264767,-4.198704211050598,-0.8167007186982229,4.0929710785615345,3
A/Moscow/CRIE-07/2016,0.5531951037222225,10.712905859549572,0.9894576534393088,-5.675256810838644,6.397065874977703,-0.906598898218798,4.374919305753857,-3.4837373021275493,-0.6220476444369343,4.157694413153629,3
A/Moscow/CRIE-10/2016,-0.1079046943697024,9.614790960114739,0.5412476809228774,-5.224670558906459,6.484283526368714,-1.5804185255604164,3.8141587518163997,-2.8522137363726907,-0.7516436139693303,3.960878626259856,3
A/Shiraz/1025/2016,-0.24790230039745695,10.42536058803536,1.8241723081987067,-6.357722402588434,6.79453019360177,-3.084260612218525,4.595403638285946,-4.462319715764731,-0.8719142640284473,5.55964973509075,3
A/Thailand/CU-B20276/2016,-0.48916332547962454,9.546091859653519,-0.2736154610140398,-5.5595334291516885,8.124372267642594,-1.8398625524831915,3.7555971580106733,-2.3696078614683276,-1.0009699993231267,4.683031645055457,3
A/Israel/R274/2016,-0.052155438296133824,9.620777782071537,0.15930181330091986,-5.182073028382065,6.691655336940896,-1.4620387077813568,3.752207615054141,-2.6243649678156076,-0.727349946426176,3.8518638215275294,3
