,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
A/Guam/7699/2018,66,61,64,68,15,16,15,15,15,16,20,21,20,7,7,6,16,16,16,22,19,17,23,18,21,27,27,28,25,24,29,18,20,19,23,23,18,38,27,27,29,34,36,36,47,42,29,18,21,22,19,13,17,15,17,19,15,15,9,0,3,22,17,17,23,22,20,22,26,25,22,23,38,24,28,22,24,31,19,31,27,59,63,59,54,57,54,55,59,50,58,58,64,65,62,68,66,68,62,65,67,59,59,46,69,59,62,58,57,59,57,60,63,60,60,60,59,62,65,63,59,58,58,58,58,56,61,62,63,65,56,57,56,54,51,60,59,54,53,59,58,56,54,61,62,59,61,65,65,58,70,69,59,74,72,68,75,79,73,70,62,61,62,76,68,63,66,66,61,61,63,61,64,63,60,62,67,59,58,60,61,60,61,63,63,66,63,61,61,60,61,59,60,62,61,60,62,61,61,62,63,61,60,60,60,57,61,61,61,58,62,63,63,62,59,59,63,61,66,62,62,61,61,64,61,69,70,77,88,82,85,84,87,88,87,89,90,89,92,91,95,93,97,94,94,96,93,89,93,92,93,93,90,63,79,76,60
A/Guam/7833/2019,65,60,63,67,14,15,14,14,14,15,19,20,19,6,6,5,15,15,15,21,18,16,22,17,20,26,26,27,24,23,28,17,19,18,22,22,17,37,26,26,28,33,35,35,46,41,28,17,20,21,18,14,16,14,16,18,14,14,8,3,0,21,16,16,22,21,19,21,25,24,21,22,37,23,27,21,23,30,18,30,26,58,62,58,53,56,53,54,58,49,57,57,63,64,61,67,65,67,61,64,66,58,58,45,68,58,61,57,56,58,56,59,62,59,59,59,58,61,64,63,58,57,57,57,57,55,60,61,62,64,55,56,55,53,50,59,58,53,52,58,57,55,53,60,61,58,60,64,64,57,69,68,58,73,71,67,74,78,72,69,61,60,61,75,67,62,65,65,60,60,62,60,63,62,59,61,66,58,57,59,60,59,60,62,62,65,62,60,60,59,60,58,59,61,60,59,61,60,60,61,62,60,59,59,59,56,60,60,60,57,61,62,62,61,58,58,62,60,65,61,61,60,60,63,60,68,69,76,87,81,84,83,86,87,86,88,89,88,91,90,94,92,96,93,93,95,92,88,92,91,92,92,89,62,78,75,59
A/Guam/7222/2018,60,55,58,62,11,12,11,11,13,12,16,17,16,17,17,18,12,12,12,18,15,13,19,14,15,23,23,24,23,20,25,14,16,15,21,19,14,34,22,22,25,30,32,32,43,38,25,12,15,16,15,11,13,11,13,15,11,11,19,22,21,0,5,13,19,18,16,18,22,21,18,19,34,20,22,18,20,27,15,25,21,53,57,53,48,51,48,49,53,44,52,52,58,59,56,62,60,62,56,59,61,53,53,44,65,53,56,52,51,53,51,54,57,54,54,56,53,56,59,58,53,52,52,52,52,50,55,56,57,59,50,51,50,48,45,54,53,48,47,53,52,50,48,55,58,53,55,59,59,52,64,65,53,68,66,62,69,71,69,66,58,57,58,72,64,59,62,62,57,57,59,57,60,59,56,58,63,55,54,55,57,56,57,59,59,62,59,57,57,56,57,55,56,58,57,56,58,57,57,58,59,57,56,56,56,53,57,57,57,54,58,59,59,58,55,55,59,57,62,58,58,57,57,64,57,65,66,71,82,76,79,78,81,82,81,83,84,83,84,85,89,87,89,88,88,90,87,83,87,86,87,91,88,63,73,70,55
A/Guam/7362/2018,55,50,53,57,6,7,6,6,8,7,11,12,11,12,12,13,7,7,7,13,10,8,14,9,12,18,18,19,18,15,20,9,11,10,16,14,9,29,17,17,20,25,27,27,38,33,20,9,12,13,10,6,8,6,8,10,6,6,14,17,16,5,0,8,14,13,11,13,17,16,13,14,29,15,19,13,15,22,10,22,18,48,52,48,43,46,43,44,48,39,47,47,53,54,51,57,55,57,51,54,58,48,48,39,60,48,51,47,46,48,46,49,52,49,49,51,48,51,54,53,48,47,47,47,47,45,50,51,52,54,45,46,45,43,40,49,48,43,42,48,47,45,43,50,53,48,50,54,54,47,59,60,48,63,61,57,64,66,64,61,53,52,53,67,59,54,57,57,52,52,54,52,55,54,51,53,58,50,49,51,52,51,52,54,54,57,54,52,52,51,52,50,51,53,52,51,53,52,52,53,54,52,51,51,51,48,52,52,52,49,53,54,54,53,50,50,54,52,57,53,53,52,52,59,52,60,61,66,79,73,76,75,78,79,78,80,81,80,81,82,86,84,88,85,85,87,84,80,84,83,84,88,85,58,68,65,51
A/Germany/7402/2018,57,52,55,59,6,7,6,6,8,7,11,12,11,12,12,13,7,7,7,13,10,8,14,7,12,18,18,19,18,15,20,9,9,10,16,14,9,29,19,19,20,25,27,27,38,33,20,9,12,13,10,6,8,6,8,10,6,6,14,17,16,13,8,0,14,13,11,13,17,16,13,14,29,15,19,13,15,22,10,22,18,50,54,50,45,48,45,46,50,41,49,49,55,56,53,59,57,59,53,56,60,50,50,39,62,50,53,49,46,50,48,49,52,51,51,51,50,53,56,54,50,48,48,48,49,47,52,53,54,56,47,48,47,45,42,51,50,45,44,50,49,47,45,52,55,50,52,56,56,49,61,60,50,65,63,59,66,70,64,61,53,52,53,67,59,54,57,57,52,52,54,52,55,54,51,53,58,50,49,51,52,51,52,54,54,57,54,52,52,51,52,50,51,53,52,51,53,52,52,53,54,52,51,51,51,48,52,52,52,49,53,54,54,53,50,50,54,52,57,53,53,52,52,59,52,60,61,68,77,71,74,73,76,77,76,78,79,78,81,80,84,82,86,83,83,85,82,78,81,81,82,88,85,58,70,67,51
A/Italy/7152/2018,57,52,55,59,12,13,12,12,14,13,17,14,13,18,18,19,11,13,13,19,16,12,18,15,14,16,16,17,16,13,18,15,17,16,18,18,15,27,17,17,18,23,25,25,34,29,26,11,14,15,12,12,12,12,14,16,12,12,20,23,22,19,14,14,0,15,13,15,15,14,15,20,27,13,17,19,19,20,12,20,16,50,54,50,44,48,45,46,50,41,50,49,55,56,53,59,57,59,53,56,60,50,50,42,60,50,53,49,48,50,48,51,54,51,51,53,50,53,56,55,50,49,49,49,49,47,52,53,54,56,47,48,47,45,42,51,50,45,44,48,49,47,45,52,55,50,52,56,56,49,61,59,50,63,61,59,66,70,64,61,53,52,53,67,59,54,57,57,50,50,52,50,53,52,49,51,56,48,47,49,50,49,48,52,52,55,56,52,52,49,50,48,49,51,50,49,51,50,50,51,52,50,49,49,49,46,50,50,50,47,51,52,52,51,48,48,52,50,55,51,51,50,50,57,54,58,60,68,79,73,76,75,80,81,80,80,81,80,83,82,86,84,88,85,85,87,84,80,84,83,84,88,85,58,70,67,49
A/England/7127/2018,56,51,54,58,11,12,11,11,13,12,16,11,10,17,17,18,12,12,12,18,15,13,15,14,11,17,17,20,17,14,19,14,16,15,15,19,14,28,18,18,19,24,26,26,37,34,25,8,9,12,9,11,13,11,13,15,11,11,19,22,21,18,13,13,15,0,10,12,16,15,12,19,28,14,18,18,20,20,9,21,17,49,53,49,44,47,44,45,49,40,48,48,54,55,52,58,56,58,52,55,59,49,49,40,61,49,52,48,47,49,47,50,53,50,50,52,49,52,55,54,49,48,48,48,48,46,51,52,53,55,46,47,46,44,41,50,49,44,43,49,48,46,44,51,54,49,51,55,55,48,60,59,49,64,62,58,65,69,63,60,52,51,52,66,58,53,56,56,51,51,53,51,54,53,50,52,57,49,48,50,51,50,51,53,53,56,55,53,53,50,51,49,50,52,51,50,52,51,51,52,53,51,50,50,50,47,51,51,51,48,52,53,53,52,49,49,53,51,56,52,52,51,51,58,53,59,60,65,78,72,75,74,79,80,79,79,80,79,82,81,85,83,87,84,84,86,83,79,83,82,83,87,84,57,69,66,52
A/Germany/7218/2018,54,49,52,56,9,10,9,9,11,10,14,9,8,15,15,16,10,10,10,16,13,11,13,12,9,15,15,18,15,12,17,12,14,13,13,17,12,26,16,16,17,22,24,24,35,32,23,6,9,10,7,9,11,9,11,13,9,9,17,20,19,16,11,11,13,10,0,10,14,13,10,17,26,12,16,16,18,19,7,19,15,47,51,47,42,45,42,43,47,38,46,46,52,53,50,56,54,56,50,53,57,47,47,38,59,47,50,46,45,47,45,48,51,48,48,50,47,50,53,52,47,46,46,46,46,44,49,50,51,53,44,45,44,40,39,48,47,42,41,47,46,44,42,49,52,47,49,53,53,46,58,57,47,62,60,56,63,67,61,58,50,49,50,62,56,51,54,54,49,49,51,49,52,51,48,50,55,47,46,48,49,48,49,51,51,54,53,51,51,48,49,47,48,50,49,48,50,49,49,50,51,49,48,48,48,45,49,49,49,46,50,51,51,50,47,47,51,49,54,50,50,49,49,56,51,57,58,65,76,70,73,72,77,78,77,77,78,77,80,79,83,81,85,82,82,84,81,77,81,80,81,85,82,55,67,64,50
A/England/7014/2018,54,49,52,56,11,12,11,11,13,12,16,11,6,17,17,18,12,12,12,18,15,13,15,14,11,17,17,20,17,14,19,14,16,15,11,19,14,28,18,18,19,24,26,26,37,34,25,8,11,8,9,11,13,11,13,15,11,11,19,22,21,18,13,13,15,12,10,0,16,15,12,19,28,14,18,18,20,21,9,21,17,49,53,49,44,47,44,45,49,40,48,48,54,55,52,58,56,58,52,55,59,49,49,40,61,49,52,48,47,49,47,50,53,50,50,52,49,52,55,54,49,48,48,48,48,46,51,52,53,55,46,47,46,44,41,50,49,44,43,49,48,46,44,51,54,49,51,55,55,48,60,59,48,62,60,58,65,69,63,60,52,51,52,66,58,53,56,56,51,51,53,51,54,53,50,52,57,49,48,50,51,50,51,53,53,56,55,53,53,50,51,49,50,52,51,50,52,51,51,52,53,51,50,50,50,47,51,51,51,48,52,53,53,52,49,49,53,51,56,52,52,51,49,58,53,59,60,67,78,72,75,74,79,80,79,79,78,79,82,81,83,83,87,84,84,86,83,79,83,82,83,87,84,57,67,64,52
A/Italy/7027/2018,58,53,56,60,15,16,15,15,17,16,20,15,14,21,21,22,16,16,16,22,19,17,19,18,15,17,17,20,9,6,11,18,20,19,19,23,18,28,18,18,19,24,26,26,37,34,29,12,15,16,13,15,17,15,17,19,15,15,23,26,25,22,17,17,15,16,14,16,0,15,16,23,28,14,18,22,24,21,13,21,17,49,53,49,44,47,44,45,49,40,49,48,54,55,52,58,56,58,52,55,59,49,49,41,61,49,52,48,47,49,47,50,53,50,50,52,49,52,55,54,49,48,48,48,48,46,51,52,53,55,46,47,46,44,41,50,49,44,43,49,48,46,44,51,54,49,51,55,55,48,60,58,49,64,62,58,65,69,63,60,52,51,52,66,58,53,56,56,51,51,53,51,54,53,50,52,57,49,48,50,51,50,51,53,53,56,55,53,53,50,51,49,50,52,51,50,52,51,51,52,53,51,50,50,50,47,51,51,51,48,52,53,53,52,49,49,53,51,56,52,52,51,51,58,53,59,59,69,80,74,77,76,81,82,81,81,82,81,84,83,87,85,89,86,86,88,85,81,85,84,85,89,86,59,71,68,50
A/Spain/7044/2018,57,52,55,59,14,15,14,14,16,15,19,14,13,20,20,21,15,15,15,21,18,16,18,17,14,16,16,19,16,13,18,17,19,18,18,22,17,27,17,17,18,23,25,25,36,33,28,11,14,15,12,14,16,14,16,18,14,14,22,25,24,21,16,16,14,15,13,15,15,0,15,22,27,13,17,21,23,20,12,20,16,50,54,50,45,48,45,46,50,41,50,49,55,56,53,59,57,59,53,56,60,50,50,42,62,50,53,49,48,50,48,51,54,51,51,53,50,53,56,55,50,49,49,49,49,47,52,53,54,56,47,48,47,45,42,51,50,45,44,50,49,47,45,52,55,50,52,56,56,49,61,59,50,65,63,59,66,70,64,61,53,52,53,67,59,54,57,57,52,52,54,52,55,54,51,53,58,50,49,51,52,51,52,54,54,57,56,54,54,51,52,50,49,53,52,51,53,52,52,53,54,52,51,51,51,48,52,52,52,49,53,54,54,53,50,50,54,52,57,53,53,50,52,59,54,60,60,68,79,73,76,75,80,81,80,80,81,80,83,82,86,84,88,85,85,87,84,80,84,83,84,86,85,56,70,67,51
A/Germany/6943/2018,56,51,54,58,11,12,11,11,13,12,16,11,10,17,17,18,12,12,12,18,15,13,15,14,11,17,17,20,17,14,19,14,16,15,15,19,14,28,18,18,19,24,26,26,37,34,25,8,11,12,9,11,13,11,13,15,11,11,19,22,21,18,13,13,15,12,10,12,16,15,0,19,28,14,18,18,20,21,9,21,17,49,53,49,44,47,44,45,49,40,48,48,54,55,52,58,56,58,52,55,59,49,49,40,61,49,52,48,47,49,45,50,53,50,50,52,49,52,55,54,49,48,48,48,48,46,51,52,53,55,46,47,46,44,41,50,49,44,43,49,48,46,44,51,54,49,51,53,55,48,60,56,49,64,62,58,65,69,63,60,52,51,52,66,58,53,56,56,51,51,53,51,54,53,50,52,57,49,48,50,51,50,51,53,53,56,55,53,53,50,51,49,50,52,51,50,52,51,51,52,53,51,50,50,50,47,51,51,51,48,52,53,53,51,49,49,53,51,56,52,52,51,51,58,53,59,60,67,78,72,75,74,79,80,79,79,80,79,82,81,85,83,87,84,84,86,83,79,83,82,83,85,84,57,67,64,52
A/Italy/8443/2019,61,56,59,63,12,13,12,12,14,13,17,18,17,18,18,17,13,13,13,19,16,14,20,15,18,24,24,25,24,21,26,15,17,16,22,18,15,33,25,25,24,31,33,33,42,37,26,15,18,19,16,12,14,12,14,16,12,12,20,23,22,19,14,14,20,19,17,19,23,22,19,0,33,19,25,19,21,26,16,28,24,54,58,52,49,52,49,50,54,45,53,53,59,60,57,63,61,63,57,60,64,54,54,43,66,54,57,53,52,54,52,55,58,55,55,57,54,57,60,59,54,53,53,53,53,51,56,57,58,60,51,50,51,49,46,55,54,49,48,54,53,51,49,56,59,54,56,60,60,53,65,64,54,69,67,63,70,74,68,65,57,56,57,71,63,58,61,61,56,56,58,56,59,58,55,57,62,54,53,55,56,55,56,58,58,61,58,56,56,55,56,54,55,57,56,55,57,56,56,57,58,56,55,55,55,52,56,56,56,53,57,58,58,57,54,54,58,56,61,57,57,56,56,63,56,64,65,72,83,77,78,79,82,83,82,84,85,84,87,86,90,88,92,87,89,91,88,84,88,87,88,92,89,61,74,71,55
A/Japan/7159/2018,54,48,51,55,27,26,27,27,29,28,30,27,26,33,33,34,28,28,28,30,31,29,31,30,27,27,29,32,27,26,31,30,32,31,31,35,30,10,24,24,25,28,30,30,33,30,41,24,27,28,25,27,29,27,29,31,27,27,35,38,37,34,29,29,27,28,26,28,28,27,28,33,0,20,30,34,36,27,25,27,23,47,51,47,42,45,42,43,47,44,47,46,52,53,50,56,54,54,50,53,55,45,45,45,57,47,50,46,45,47,45,48,51,48,48,50,47,50,53,52,48,36,36,36,46,44,49,50,51,53,44,45,44,42,45,54,53,48,47,53,52,44,42,49,52,47,49,53,53,48,58,52,49,62,60,56,63,67,61,58,50,49,50,64,56,51,54,54,47,47,49,49,50,51,48,50,55,46,46,48,49,48,49,49,51,54,51,51,51,48,49,47,48,50,49,48,50,49,49,50,51,49,48,48,48,45,49,49,49,46,50,51,51,50,47,47,51,49,52,50,48,49,49,56,51,57,53,67,75,67,70,69,74,75,74,76,77,74,79,78,82,80,84,81,81,83,82,78,80,79,80,85,80,53,67,64,46
A/England/7211/2018,49,44,47,51,13,14,13,13,15,14,18,13,12,19,19,18,14,14,14,20,17,15,17,16,13,15,15,18,15,12,17,16,18,17,17,21,16,20,10,10,7,16,18,18,29,26,27,10,13,14,11,13,15,13,15,17,13,13,21,24,23,20,15,15,13,14,12,14,14,13,14,19,20,0,16,20,22,9,11,13,9,43,47,43,38,41,38,39,43,36,43,42,48,49,46,52,50,52,46,49,53,43,43,37,55,43,46,42,41,43,41,44,47,44,44,46,43,46,49,48,44,42,42,42,42,40,45,46,47,49,40,39,40,38,37,46,45,40,39,45,44,40,38,45,48,43,45,49,49,44,54,52,43,58,56,52,59,63,57,54,46,45,46,60,52,47,50,50,45,45,47,45,48,47,44,46,51,43,42,44,45,44,45,47,47,50,49,47,47,44,45,43,44,46,45,44,46,45,45,46,47,45,44,44,44,41,45,45,45,42,46,47,47,46,43,43,47,45,50,46,46,45,45,52,47,53,53,59,70,64,67,66,71,72,71,71,72,71,74,73,77,75,79,76,76,78,77,71,75,74,75,79,76,51,62,59,44
A/Japan/FDX70344/2018,60,55,58,62,17,18,17,17,19,18,22,17,16,23,23,24,18,18,18,24,21,19,21,20,17,19,19,22,19,16,21,20,22,21,21,25,20,30,20,20,21,26,28,28,39,36,31,14,17,16,15,17,19,17,19,21,17,17,25,28,27,22,19,19,17,18,16,18,18,17,18,25,30,16,0,24,26,23,15,23,19,53,57,53,48,51,48,49,53,44,53,52,58,59,56,62,60,62,56,58,63,53,53,43,65,53,56,52,51,53,51,54,57,54,54,56,53,56,59,58,53,52,52,52,52,50,55,56,57,59,50,51,50,48,45,54,53,48,47,53,52,50,48,55,58,53,55,59,59,51,64,58,53,68,66,62,67,71,67,64,56,55,56,70,62,57,60,60,55,55,57,55,58,57,54,56,61,53,52,54,55,54,55,57,57,60,59,57,57,54,55,53,54,56,55,54,56,55,55,54,57,55,54,54,54,51,55,55,55,52,56,57,57,56,53,53,57,55,60,56,56,55,55,62,57,63,61,71,80,74,77,76,81,82,81,81,82,81,84,83,87,85,89,86,86,88,85,81,85,84,85,89,86,61,73,70,54
A/SouthKorea/8668/2019,62,57,60,64,11,12,11,11,13,12,16,17,16,17,17,18,12,12,12,18,15,11,19,14,17,23,23,24,23,20,25,14,16,15,21,19,14,34,24,24,25,30,32,32,43,38,25,14,17,18,13,11,13,11,13,15,11,11,19,22,21,18,13,13,19,18,16,18,22,21,18,19,34,20,24,0,18,27,15,27,23,55,59,55,50,53,50,51,53,46,54,54,60,61,58,64,62,64,58,61,65,55,55,44,67,55,58,54,53,55,53,56,59,56,56,58,55,56,61,60,55,54,54,54,54,52,57,58,59,61,52,53,52,50,47,54,53,48,47,53,52,52,50,57,60,53,57,61,59,54,64,65,55,68,66,62,69,73,69,66,56,57,58,72,62,59,60,62,57,57,59,57,60,59,55,58,63,55,54,56,57,56,55,59,59,62,59,57,57,56,57,55,56,58,57,56,58,57,57,58,59,57,56,56,56,52,57,57,54,54,58,59,59,58,53,53,59,57,62,58,58,57,57,64,57,65,66,71,81,76,77,78,81,82,81,81,82,81,84,83,87,85,89,86,86,88,85,81,85,84,85,91,88,63,75,72,56
A/Italy/9367/2019,64,59,62,65,13,12,13,13,15,14,18,19,18,19,19,20,14,14,14,20,17,13,21,16,19,25,25,26,25,22,27,16,18,17,23,19,16,36,26,26,27,32,34,34,45,40,27,16,19,20,17,13,15,13,15,17,13,13,21,24,23,20,15,15,19,20,18,20,24,23,20,21,36,22,26,18,0,29,17,29,25,57,61,57,52,53,52,53,57,48,56,55,61,63,60,66,64,66,60,63,67,57,57,46,69,57,60,54,55,57,55,58,61,58,58,60,57,60,63,62,57,56,56,56,54,54,59,60,61,63,54,55,54,52,49,58,57,52,51,55,56,54,52,59,62,57,59,63,63,56,68,67,57,72,70,66,73,77,69,68,60,59,60,74,66,61,64,64,57,57,59,57,60,59,57,60,65,57,56,58,59,58,58,61,61,64,61,57,57,58,59,57,58,60,59,58,60,59,59,60,61,59,58,58,58,54,59,59,58,56,60,61,61,58,57,57,59,57,64,60,60,59,59,66,59,67,68,75,85,80,83,82,85,86,85,87,88,87,90,89,93,91,93,92,92,94,91,87,91,90,91,95,92,65,77,74,58
A/Pernambuco/9511/2018,56,51,54,58,20,21,20,20,22,21,25,20,19,26,26,25,21,20,21,27,24,22,22,23,20,22,22,25,22,19,24,22,24,23,24,28,23,27,17,17,10,23,25,25,36,33,34,17,20,21,18,20,22,20,22,24,19,20,28,31,30,27,22,22,20,20,19,21,21,20,21,26,27,9,23,27,29,0,17,20,16,50,54,50,45,48,45,46,49,43,50,49,55,56,53,59,57,57,53,56,60,50,50,44,62,50,53,49,48,50,48,51,54,51,51,53,50,53,56,55,51,48,49,49,49,47,52,53,54,54,47,46,47,45,44,53,52,47,46,52,51,47,45,52,55,50,51,56,56,51,61,59,50,65,63,57,64,68,62,59,51,50,51,65,57,52,55,55,48,48,50,48,51,50,47,48,53,47,45,47,48,47,48,50,49,52,54,52,52,47,48,46,47,48,47,47,49,48,48,49,50,48,47,47,47,44,48,48,48,45,49,50,50,51,48,48,52,48,53,51,51,50,48,55,52,56,60,66,74,68,71,70,75,76,75,75,76,75,78,77,81,79,83,80,80,82,81,75,79,78,79,82,79,57,69,66,48
A/Santiago/PUC-MVL_012/2018,53,48,51,55,8,9,8,8,10,9,13,8,7,14,14,15,9,8,9,15,12,10,12,11,8,14,14,17,14,11,16,9,11,10,12,16,11,25,15,15,16,21,23,23,34,31,22,5,8,9,6,8,10,8,10,12,8,8,16,19,18,15,10,10,12,9,7,9,13,12,9,16,25,11,15,15,17,17,0,18,14,46,50,46,41,44,41,42,44,37,45,45,51,52,49,55,53,55,49,52,56,46,46,37,58,46,49,45,44,46,43,47,50,47,47,49,46,48,52,51,46,43,45,45,45,43,48,49,50,52,43,44,43,41,38,47,46,41,40,46,45,43,41,48,51,46,48,52,52,45,57,56,46,61,59,55,62,66,60,57,49,48,49,63,55,50,53,53,48,48,50,48,51,50,47,49,54,46,45,47,48,47,48,50,50,53,52,50,50,47,48,46,47,49,48,47,49,48,48,49,50,48,47,47,47,44,48,48,48,45,49,50,50,49,46,46,50,48,53,49,49,48,48,55,50,56,56,64,73,67,70,69,74,75,74,74,75,74,77,76,80,78,82,79,79,81,78,74,78,77,78,82,79,52,66,63,48
A/Santiago/PUC-MVL_025/2018,58,53,54,60,19,21,20,20,22,21,25,20,19,26,26,27,21,21,21,27,24,22,24,23,20,22,22,25,22,19,24,23,25,23,24,28,23,27,17,17,18,21,23,23,36,33,34,17,20,21,18,20,22,20,22,24,20,20,28,31,30,25,22,22,20,21,19,21,21,20,21,28,27,13,23,27,29,20,18,0,4,50,54,50,45,48,45,46,50,43,50,49,55,56,53,59,57,59,53,56,58,50,50,44,62,50,53,49,48,50,48,51,54,51,51,53,50,53,56,55,51,49,49,49,49,47,52,53,54,56,47,48,47,45,44,53,52,47,46,52,51,47,45,52,55,50,52,56,56,51,61,59,50,65,63,59,65,68,64,61,53,52,53,65,59,54,57,57,52,52,54,52,55,54,51,53,58,50,49,51,52,51,52,54,54,57,56,54,54,51,52,50,51,53,52,51,53,52,52,53,54,52,51,51,51,48,52,52,52,49,51,54,54,53,50,50,54,52,57,53,53,52,52,59,54,60,60,68,79,73,76,75,80,81,80,80,81,80,83,82,86,84,88,85,85,87,86,80,84,83,84,88,85,58,71,68,49
A/Santiago/PUC-MVL_042/2018,54,49,50,56,16,17,16,16,18,17,21,16,15,22,22,23,17,17,17,23,20,18,20,19,16,18,18,21,18,15,20,19,21,19,20,24,19,23,13,13,14,19,21,21,32,29,30,13,16,17,14,16,18,16,18,20,16,16,24,27,26,21,18,18,16,17,15,17,17,16,17,24,23,9,19,23,25,16,14,4,0,46,50,46,41,44,41,42,46,39,46,45,51,52,49,55,53,55,49,52,56,46,46,40,58,46,49,45,44,46,44,47,50,47,47,49,46,49,52,51,47,45,45,45,45,43,48,49,50,52,43,44,43,41,40,49,48,43,42,48,47,43,41,48,51,46,48,52,52,47,57,55,46,61,59,55,61,65,60,57,49,48,49,61,55,50,53,53,48,48,50,48,51,50,47,49,54,46,45,47,48,47,48,50,50,53,52,50,50,47,48,46,47,49,48,47,49,48,48,49,50,48,47,47,47,44,48,48,48,45,47,50,50,49,46,46,50,48,53,49,49,48,48,55,50,56,56,64,75,69,72,71,76,77,76,76,77,76,79,78,82,80,84,81,81,83,82,76,80,79,80,84,81,54,67,64,47
A/Santiago/PUC-MVL_022/2018,60,55,58,62,48,49,48,48,50,49,53,48,47,54,54,55,49,49,49,55,52,50,52,51,48,50,52,55,48,46,52,51,53,52,48,56,49,47,47,47,46,49,51,51,50,47,61,45,48,49,46,48,50,48,50,52,48,48,56,59,58,53,48,50,50,49,47,49,49,50,49,54,47,43,53,55,57,50,46,50,46,0,4,6,9,12,11,14,18,19,12,11,15,18,15,21,19,21,15,20,26,16,14,29,26,22,25,21,20,22,20,21,26,23,23,25,22,25,18,17,23,27,27,27,21,17,12,13,14,20,7,8,13,11,20,29,28,23,22,28,27,17,13,18,21,13,15,18,18,13,23,40,16,27,25,21,30,34,36,33,27,24,25,39,31,26,29,29,27,27,29,27,30,29,26,28,31,23,22,24,25,24,29,29,31,33,28,28,28,24,25,23,26,26,25,24,26,24,25,26,27,29,26,26,26,23,27,27,27,25,28,29,29,26,23,25,27,27,30,26,26,26,26,30,26,33,39,70,80,72,75,74,79,78,79,81,82,81,84,83,87,85,89,84,86,88,87,83,85,82,83,82,79,60,69,66,49
A/Santiago/p003d0/2018,64,59,62,66,52,53,52,52,54,53,57,52,51,58,58,59,53,53,53,59,56,54,56,55,52,54,56,59,52,50,56,55,57,56,52,60,53,51,51,51,50,53,55,55,54,51,65,49,52,53,50,52,54,52,54,56,52,52,60,63,62,57,52,54,54,53,51,53,53,54,53,58,51,47,57,59,61,54,50,54,50,4,0,10,13,16,15,18,22,21,16,15,19,22,19,25,23,25,19,24,30,20,18,33,30,26,29,25,24,26,24,25,30,27,25,29,26,29,22,21,27,31,31,31,25,21,16,17,18,24,11,12,17,15,22,33,32,27,26,32,31,21,17,22,25,17,19,22,22,17,27,44,20,31,29,25,34,38,40,37,29,28,29,43,35,30,33,33,31,31,33,31,34,33,30,32,35,27,26,28,29,28,33,33,35,37,32,32,32,28,29,27,30,28,29,28,30,28,29,30,31,33,30,28,30,27,31,31,31,29,32,33,33,30,27,29,31,31,34,30,30,30,30,34,30,37,43,74,84,76,79,78,83,82,83,85,86,85,88,87,91,89,93,88,90,92,91,85,89,86,87,86,83,64,73,70,53
A/Santiago/p016d0/2018,60,55,58,62,48,49,48,48,50,49,53,48,47,54,54,55,49,49,49,55,52,50,52,51,48,50,52,55,48,46,52,51,53,52,50,56,49,47,47,47,46,49,51,51,50,47,61,45,48,49,46,48,50,48,50,52,48,48,56,59,58,53,48,50,50,49,47,49,49,50,49,52,47,43,53,55,57,50,46,50,46,6,10,0,9,12,11,14,18,19,12,11,15,18,15,21,19,21,15,20,26,16,16,29,28,22,25,21,20,22,20,21,26,23,23,25,22,25,18,17,23,27,27,27,21,17,12,13,14,20,7,8,13,11,20,29,28,23,22,28,27,17,13,18,21,13,15,18,18,13,23,40,16,29,27,23,30,34,36,33,27,24,25,39,31,26,29,29,27,27,29,27,30,29,26,28,31,23,22,24,25,24,29,29,31,33,28,28,28,24,25,23,26,26,25,24,26,24,25,26,27,29,26,26,26,23,27,27,27,25,28,29,29,26,23,25,27,27,30,26,26,26,26,30,26,33,39,69,80,72,75,74,79,80,79,81,82,81,84,83,87,85,89,86,86,88,87,83,85,84,83,82,79,59,69,66,49
